vertex,is_boundary,flattened,candidate,K_orig,K_final,K_rounded
829,0,1,0,-0.0013409615463677582,-1.9134888722405208e-06,
830,0,1,0,-0.0026581310552202808,-4.0791155768715726e-06,
831,0,1,0,-0.0039372011384264383,-5.8055733296313861e-06,
832,0,1,0,-0.0051371339632080293,-6.8743061394371807e-06,
833,0,1,0,-0.0062540658044207831,-7.2089114278028887e-06,
834,0,1,0,-0.00727055015461886,-6.8115752780428807e-06,
835,0,1,0,-0.0081475222824636262,-5.7751583550924579e-06,
836,0,1,0,-0.0089002077321538309,-4.3384452022010578e-06,
837,0,1,0,-0.0094875052592309217,-2.7559368032115117e-06,
838,0,1,0,-0.0099217058139409176,-1.3478962515023341e-06,
839,0,1,0,-0.01018254561368348,-3.7609869618648872e-07,
840,0,1,0,-0.010274297306929192,-3.4743011134708013e-08,
841,0,1,0,-0.010182545613684368,-3.7609871839094922e-07,
842,0,1,0,-0.0099217058139409176,-1.3478962967994335e-06,
843,0,1,0,-0.0094875052592309217,-2.7559368565022169e-06,
844,0,1,0,-0.0089002077321538309,-4.3384451551276015e-06,
845,0,1,0,-0.0081475222824636262,-5.7751583222298564e-06,
846,0,1,0,-0.0072705501546197482,-6.8115752629438475e-06,
847,0,1,0,-0.0062540658044207831,-7.2089114233619966e-06,
848,0,1,0,-0.0051371339632080293,-6.8743061394371807e-06,
849,0,1,0,-0.0039372011384273264,-5.8055733287432076e-06,
850,0,1,0,-0.0026581310552193926,-4.0791155804242862e-06,
851,0,1,0,-0.0013409615463677582,-1.9134888713523424e-06,
852,0,1,0,-4.1140424400509801e-12,4.5350468536042854e-07,
853,0,1,0,0.0013418419909907442,2.7516006877448262e-06,
854,0,1,0,0.0026596583256637274,4.7197893611183872e-06,
855,0,1,0,0.003937591677061647,6.1574450782586609e-06,
856,0,1,0,0.0051307020760571476,6.9045323076721843e-06,
857,0,1,0,0.0062556866647582865,6.9609831241379538e-06,
858,0,1,0,0.0072687689410102507,6.3602285358399513e-06,
859,0,1,0,0.0081448470064779954,5.2471291480671312e-06,
860,0,1,0,0.0089040340254804562,3.8479940833724413e-06,
861,0,1,0,0.0094825100677971008,2.407455753861143e-06,
862,0,1,0,0.0099250590236801273,1.165156962912306e-06,
863,0,1,0,0.010179276045167995,3.2636148006304211e-07,
864,0,1,0,0.010266264368006262,3.5593076042061966e-08,
865,0,1,0,0.010181339377557386,3.244805188984401e-07,
866,0,1,0,0.0099250157251695725,1.1568290414487592e-06,
867,0,1,0,0.0094873452042278927,2.3942267635135295e-06,
868,0,1,0,0.0089039149436276332,3.8382416231996785e-06,
869,0,1,0,0.0081466479799559011,5.2366404927894905e-06,
870,0,1,0,0.0072740781731273074,6.3540459915856218e-06,
871,0,1,0,0.0062529023100497128,6.950484920054123e-06,
872,0,1,0,0.0051397411433908857,6.9086296603515507e-06,
873,0,1,0,0.0039332069485249477,6.1513973044213799e-06,
874,0,1,0,0.0026577095715367705,4.7177022297617555e-06,
875,0,1,0,0.0013415554010309805,2.7523431320730651e-06,
876,0,1,0,-2.540839361131475e-08,4.5271741022645529e-07,
877,0,1,0,-0.0013423206697007473,-1.9148544261327061e-06,
878,0,1,0,-0.0026588701004843784,-4.0808461738706114e-06,
879,0,1,0,-0.0039361635886079327,-5.8037199526239647e-06,
880,0,1,0,-0.0051357868702925913,-6.8720809371924929e-06,
881,0,1,0,-0.0062551040530927082,-7.2111190778656464e-06,
882,0,1,0,-0.0072711031105789914,-6.8132749317939556e-06,
883,0,1,0,-0.0081472323016784642,-5.7774298110047084e-06,
884,0,1,0,-0.0089023977550990452,-4.3436487384695965e-06,
885,0,1,0,-0.0094859930801209913,-2.7606974351002123e-06,
886,0,1,0,-0.0099273705542550772,-1.3602386896849339e-06,
887,0,1,0,-0.010180562283117922,-3.8292780324411524e-07,
888,0,1,0,-0.010277196494436147,-3.8423237924689602e-08,
889,0,1,0,-0.010180562283117034,-3.8292783521853835e-07,
890,0,1,0,-0.0099273705542550772,-1.3602388557742984e-06,
891,0,1,0,-0.0094859930801209913,-2.7606980514960355e-06,
892,0,1,0,-0.0089023977550990452,-4.3436481753644784e-06,
893,0,1,0,-0.0081472323016784642,-5.7774296946533354e-06,
894,0,1,0,-0.0072711031105798796,-6.8132749255767067e-06,
895,0,1,0,-0.0062551040530927082,-7.2111190920765011e-06,
896,0,1,0,-0.0051357868702917031,-6.8720809505151692e-06,
897,0,1,0,-0.0039361635886079327,-5.803719959729392e-06,
898,0,1,0,-0.0026588701004834903,-4.0808461765351467e-06,
899,0,1,0,-0.0013423206696998591,-1.9148544287972413e-06,
900,0,1,0,-2.540839449949317e-08,4.5271741200281213e-07,
901,0,1,0,0.0013415554010300923,2.7523431347376004e-06,
902,0,1,0,0.0026577095715367705,4.7177022413080749e-06,
903,0,1,0,0.0039332069485249477,6.1513973292903756e-06,
904,0,1,0,0.0051397411433908857,6.9086297171949695e-06,
905,0,1,0,0.0062529021424264641,6.9504847726165053e-06,
906,0,1,0,0.0072740783372546858,6.35404648718918e-06,
907,0,1,0,0.0081466479799559011,5.236640404859827e-06,
908,0,1,0,0.0089039149436276332,3.8382415716853302e-06,
909,0,1,0,0.0094873452042278927,2.39422673509182e-06,
910,0,1,0,0.0099250157251695725,1.1568290254615476e-06,
911,0,1,0,0.010181339377557386,3.2448051268119116e-07,
912,0,1,0,0.010275965333255144,8.9120675283993478e-09,
913,0,1,0,0.010185308148703776,3.0695644248623921e-07,
914,0,1,0,0.0099232799790014425,1.1594564615080571e-06,
915,0,1,0,0.0094875623831534028,2.4081512597362575e-06,
916,0,1,0,0.0088895101207784322,3.8539378444113481e-06,
917,0,1,0,0.0081512777531322911,5.252458699089857e-06,
918,0,1,0,0.007270897703132384,6.3637241218827967e-06,
919,0,1,0,0.0062493279747855013,6.955030398714257e-06,
920,0,1,0,0.0051385436846151933,6.9113481657723241e-06,
921,0,1,0,0.0039352109851833461,6.1530576225266032e-06,
922,0,1,0,0.002659433545192158,4.7198354451438718e-06,
923,0,1,0,0.0013410920533383219,2.7503008457330225e-06,
924,0,1,0,2.5637912237641558e-08,4.546391823012641e-07,
925,0,1,0,-0.0013410290238589084,-1.9151219028401556e-06,
926,0,1,0,-0.0026589395241920499,-4.0779262437951047e-06,
927,0,1,0,-0.0039343990910643001,-5.7986639570017928e-06,
928,0,1,0,-0.005134619500356763,-6.8647446411773672e-06,
929,0,1,0,-0.0062512946818671367,-7.1977580038407041e-06,
930,0,1,0,-0.0072686935585606349,-6.7988600198631843e-06,
931,0,1,0,-0.008144291028714612,-5.7587699879846355e-06,
932,0,1,0,-0.0088957231107489321,-4.318001125547255e-06,
933,0,1,0,-0.0094855920164977903,-2.7409391272215089e-06,
934,0,1,0,-0.0099191244142744495,-1.3276197368128351e-06,
935,0,1,0,-0.010176543612101518,-3.5465040504334411e-07,
936,0,1,0,-0.01027294041587723,-1.065963139978976e-08,
937,0,1,0,-0.010176543612101518,-3.546500799700425e-07,
938,0,1,0,-0.0099191244142735613,-1.3276188219890628e-06,
939,0,1,0,-0.0094855903157968768,-2.7409363916319762e-06,
940,0,1,0,-0.0088957247800465211,-4.3180037945234062e-06,
941,0,1,0,-0.008144291028714612,-5.7587707740225369e-06,
942,0,1,0,-0.0072686935585606349,-6.7988603076329923e-06,
943,0,1,0,-0.0062512946818662485,-7.1977581113102929e-06,
944,0,1,0,-0.0051346195003576511,-6.8647446784808608e-06,
945,0,1,0,-0.0039343990910634119,-5.798663972100826e-06,
946,0,1,0,-0.0026589395241920499,-4.0779262491241752e-06,
947,0,1,0,-0.0013410290238589084,-1.9151219028401556e-06,
948,0,1,0,2.5637912237641558e-08,4.5463918318944252e-07,
949,0,1,0,0.0013410920533383219,2.7503008466212009e-06,
950,0,1,0,0.0026594335451930462,4.7198354451438718e-06,
951,0,1,0,0.0039352109851833461,6.1530576207502463e-06,
952,0,1,0,0.0051385436846151933,6.9113481542260047e-06,
953,0,1,0,0.0062493279747855013,6.955030364963477e-06,
954,0,1,0,0.0072708977031332722,6.3637241645153608e-06,
955,0,1,0,0.0081512777531322911,5.2524587195179606e-06,
956,0,1,0,0.0088895101207784322,3.8539378559576676e-06,
957,0,1,0,0.0094875623831534028,2.4081512632889712e-06,
958,0,1,0,0.0099232799790023307,1.159456463284414e-06,
959,0,1,0,0.010185308148703776,3.0695644426259605e-07,
960,0,1,0,0.010274047252400109,4.2693299562301945e-08,
961,0,1,0,0.01017100376491431,3.3907249097353542e-07,
962,0,1,0,0.0099302518932109507,1.1609986332317135e-06,
963,0,1,0,0.0094902358672372955,2.4007947265758389e-06,
964,0,1,0,0.0088898049354959596,3.8403777331552647e-06,
965,0,1,0,0.0081572223690340451,5.2445095040098977e-06,
966,0,1,0,0.0072684562517517648,6.3558704397337351e-06,
967,0,1,0,0.0062538555411215668,6.9535870874659622e-06,
968,0,1,0,0.0051363596761966335,6.907463536265368e-06,
969,0,1,0,0.0039348530412750549,6.1526857981775152e-06,
970,0,1,0,0.0026594696532562523,4.7192564336384635e-06,
971,0,1,0,0.0013423468028772589,2.7532357727011458e-06,
972,0,1,0,-3.276490190273762e-12,4.5371429990836987e-07,
973,0,1,0,-0.0013417951776402148,-1.9162458748667177e-06,
974,0,1,0,-0.0026584935757334449,-4.0800714931066295e-06,
975,0,1,0,-0.0039381414339256793,-5.8081319265212983e-06,
976,0,1,0,-0.0051373449413931738,-6.878589524639267e-06,
977,0,1,0,-0.0062563046605674799,-7.2174883785081079e-06,
978,0,1,0,-0.0072714530880109152,-6.820044090360966e-06,
979,0,1,0,-0.0081517137178526156,-5.791936015242527e-06,
980,0,1,0,-0.0089022982826918451,-4.3543363936748847e-06,
981,0,1,0,-0.0094920534406277568,-2.7781745046695505e-06,
982,0,1,0,-0.0099253386967319557,-1.3708333668205341e-06,
983,0,1,0,-0.010187369059297069,-4.0468978745877848e-07,
984,0,1,0,-0.010278485806532345,-5.480735243423851e-08,
985,0,1,0,-0.010187369059297069,-4.0469011164390167e-07,
986,0,1,0,-0.0099253386967310675,-1.3708342816443064e-06,
987,0,1,0,-0.0094920551412638332,-2.7781772455881537e-06,
988,0,1,0,-0.0089022966134599812,-4.3543337202578414e-06,
989,0,1,0,-0.0081517137178517274,-5.7919352327573392e-06,
990,0,1,0,-0.0072714530880109152,-6.8200438043675149e-06,
991,0,1,0,-0.0062563046605683681,-7.2174882728148759e-06,
992,0,1,0,-0.0051373449413922856,-6.8785894882239518e-06,
993,0,1,0,-0.0039381414339274556,-5.8081319114222651e-06,
994,0,1,0,-0.0026584935757334449,-4.0800714860012022e-06,
995,0,1,0,-0.0013417951776393267,-1.9162458757548961e-06,
996,0,1,0,-3.2773783686934621e-12,4.5371430257290513e-07,
997,0,1,0,0.0013423468028772589,2.7532357727011458e-06,
998,0,1,0,0.0026594696532553641,4.7192564345266419e-06,
999,0,1,0,0.0039348530412741667,6.1526857972893367e-06,
1000,0,1,0,0.0051363596761948571,6.9074635380417249e-06,
1001,0,1,0,0.006253855541122455,6.9535870856896054e-06,
1002,0,1,0,0.0072684562517508766,6.355870441510092e-06,
1003,0,1,0,0.0081572223690331569,5.2445095128916819e-06,
1004,0,1,0,0.0088898049354950714,3.8403777384843352e-06,
1005,0,1,0,0.0094902358672364073,2.4007947319049094e-06,
1006,0,1,0,0.0099302518932109507,1.1609986358962487e-06,
1007,0,1,0,0.01017100376491431,3.3907249363807068e-07,
1008,0,1,0,0.010275965543007359,8.8041831602936327e-09,
1009,0,1,0,0.010185307944185595,3.0681740792459777e-07,
1010,0,1,0,0.0099232801060678,1.1592334496768331e-06,
1011,0,1,0,0.0094875627718309374,2.4077756783924542e-06,
1012,0,1,0,0.0088895087902010061,3.8532952206793425e-06,
1013,0,1,0,0.0081516026083487958,5.2509551098367524e-06,
1014,0,1,0,0.0072711921342500929,6.3626807289551834e-06,
1015,0,1,0,0.0062494735225939735,6.9552999519828518e-06,
1016,0,1,0,0.0051380155053601939,6.9112183043174014e-06,
1017,0,1,0,0.0039353032117492859,6.1538615634404437e-06,
1018,0,1,0,0.0026584271304725959,4.7192512724336666e-06,
1019,0,1,0,0.0013410920562355599,2.7505541471128936e-06,
1020,0,1,0,2.5646587076266769e-08,4.5468352904975973e-07,
1021,0,1,0,-0.0013410290359168187,-1.9151347725454571e-06,
1022,0,1,0,-0.0026589394647986708,-4.0779390104717095e-06,
1023,0,1,0,-0.0039343989678020108,-5.7986162795842233e-06,
1024,0,1,0,-0.0051346199401143267,-6.8647226223461644e-06,
1025,0,1,0,-0.0062512939402328271,-7.1977379869636593e-06,
1026,0,1,0,-0.0072686937523380735,-6.7988308707356282e-06,
1027,0,1,0,-0.0081442913529059524,-5.758772077868457e-06,
1028,0,1,0,-0.0088957247693359776,-4.3182091697957503e-06,
1029,0,1,0,-0.0094855902362249722,-2.7418978589821563e-06,
1030,0,1,0,-0.0099197478047390319,-1.3293720648732688e-06,
1031,0,1,0,-0.010176543688238837,-3.5625786765081102e-07,
1032,0,1,0,-0.010272939982487017,-1.1683859213462711e-08,
1033,0,1,0,-0.010176543688238837,-3.5625783390003107e-07,
1034,0,1,0,-0.0099197478047390319,-1.3293718943430122e-06,
1035,0,1,0,-0.0094855902362258604,-2.7418972390336194e-06,
1036,0,1,0,-0.0088957247693350894,-4.3182097391181173e-06,
1037,0,1,0,-0.0081442913529059524,-5.7587721986607221e-06,
1038,0,1,0,-0.0072686937523380735,-6.798830878729234e-06,
1039,0,1,0,-0.0062512939402328271,-7.1977379709764477e-06,
1040,0,1,0,-0.0051346199401134385,-6.864722615240737e-06,
1041,0,1,0,-0.0039343989678011226,-5.7986162742551528e-06,
1042,0,1,0,-0.0026589394647977826,-4.0779390086953526e-06,
1043,0,1,0,-0.0013410290359168187,-1.9151347725454571e-06,
1044,0,1,0,2.5646586188088349e-08,4.5468352993793815e-07,
1045,0,1,0,0.0013410920562346718,2.7505541471128936e-06,
1046,0,1,0,0.0026584271304725959,4.7192512706573098e-06,
1047,0,1,0,0.0039353032117492859,6.1538615607759084e-06,
1048,0,1,0,0.0051380155053601939,6.9112183052055798e-06,
1049,0,1,0,0.0062494735225939735,6.9552999528710302e-06,
1050,0,1,0,0.0072711921342500929,6.3626807351724324e-06,
1051,0,1,0,0.008151602608349684,5.2509551107249308e-06,
1052,0,1,0,0.0088895087902010061,3.8532952277847698e-06,
1053,0,1,0,0.0094875627718309374,2.4077756837215247e-06,
1054,0,1,0,0.0099232801060678,1.159233455894082e-06,
1055,0,1,0,0.010185307944185595,3.0681741058913303e-07,
1056,0,1,0,0.010266264567263761,3.597280251455004e-08,
1057,0,1,0,0.010181339377059118,3.2466680011111748e-07,
1058,0,1,0,0.0099250155973091836,1.1571096729667829e-06,
1059,0,1,0,0.009487344801143216,2.3947616814012918e-06,
1060,0,1,0,0.0089045657274375856,3.8395492651943641e-06,
1061,0,1,0,0.008145135990226926,5.2382961488461888e-06,
1062,0,1,0,0.0072728865631939144,6.3546668904734815e-06,
1063,0,1,0,0.0062537402602069747,6.9505127964220037e-06,
1064,0,1,0,0.0051399587901093113,6.9082359370753466e-06,
1065,0,1,0,0.0039325941260850428,6.1486369720142875e-06,
1066,0,1,0,0.0026605486079356311,4.7221461789703767e-06,
1067,0,1,0,0.001341329586975526,2.750666741491159e-06,
1068,0,1,0,-2.5420346716487074e-08,4.5264320913673828e-07,
1069,0,1,0,-0.0013423206672023014,-1.9148373482380521e-06,
1070,0,1,0,-0.0026588701319560926,-4.0808943282399923e-06,
1071,0,1,0,-0.003936508036398223,-5.8043799215923286e-06,
1072,0,1,0,-0.0051357868150523345,-6.8722390231812369e-06,
1073,0,1,0,-0.0062551045948477935,-7.2111171256494799e-06,
1074,0,1,0,-0.0072711026156202507,-6.8130802048926853e-06,
1075,0,1,0,-0.0081472324422033893,-5.7769009966790463e-06,
1076,0,1,0,-0.008902397325265099,-4.3424241686906839e-06,
1077,0,1,0,-0.0094851516972891403,-2.7577983319204691e-06,
1078,0,1,0,-0.0099274580717398919,-1.3574507029545657e-06,
1079,0,1,0,-0.01017965879582583,-3.8232350441091967e-07,
1080,0,1,0,-0.010277196494436147,-3.6512460610538255e-08,
1081,0,1,0,-0.01017965879582583,-3.823234742128534e-07,
1082,0,1,0,-0.0099274580717398919,-1.3574506425584332e-06,
1083,0,1,0,-0.0094851516972891403,-2.7577982635307308e-06,
1084,0,1,0,-0.0089023973252642108,-4.3424242273104596e-06,
1085,0,1,0,-0.0081472324422033893,-5.7769010410879673e-06,
1086,0,1,0,-0.0072711026156202507,-6.8130802226562537e-06,
1087,0,1,0,-0.0062551045948486816,-7.2111171309785504e-06,
1088,0,1,0,-0.0051357868150532227,-6.8722390205167017e-06,
1089,0,1,0,-0.0039365080363991112,-5.8043799189277934e-06,
1090,0,1,0,-0.0026588701319560926,-4.0808943282399923e-06,
1091,0,1,0,-0.0013423206672014132,-1.9148373509025873e-06,
1092,0,1,0,-2.5420346716487074e-08,4.5264320913673828e-07,
1093,0,1,0,0.0013413295869746378,2.7506667432675158e-06,
1094,0,1,0,0.0026605486079356311,4.7221461798585551e-06,
1095,0,1,0,0.0039325941260850428,6.1486369702379307e-06,
1096,0,1,0,0.0051399587901084232,6.9082359370753466e-06,
1097,0,1,0,0.0062537402602069747,6.950512799086539e-06,
1098,0,1,0,0.0072728865631930262,6.3546668949143736e-06,
1099,0,1,0,0.008145135990226926,5.2382961559516161e-06,
1100,0,1,0,0.0089045657274375856,3.839549277628862e-06,
1101,0,1,0,0.0094873448011423278,2.3947616991648601e-06,
1102,0,1,0,0.0099250155973091836,1.1571096916185297e-06,
1103,0,1,0,0.010181339377059118,3.2466681521015062e-07,
1104,0,1,0,0.01027554276680398,1.8263230927573204e-08,
1105,0,1,0,0.010179275734911286,3.2427459295547578e-07,
1106,0,1,0,0.0099250590225157254,1.164364010541874e-06,
1107,0,1,0,0.0094825100634379211,2.4070876234461025e-06,
1108,0,1,0,0.008904034056447685,3.8475622954337041e-06,
1109,0,1,0,0.0081453844830017275,5.2462668902464316e-06,
1110,0,1,0,0.0072698674691817899,6.3605010414136132e-06,
1111,0,1,0,0.0062542154306637343,6.9594175595710794e-06,
1112,0,1,0,0.0051311340420348017,6.9055088820491051e-06,
1113,0,1,0,0.0039375915857826627,6.158029434821799e-06,
1114,0,1,0,0.0026586643836621349,4.7192321819267136e-06,
1115,0,1,0,0.0013418420063011638,2.7518416807481572e-06,
1116,0,1,0,-4.0909498011387768e-12,4.536336266625085e-07,
1117,0,1,0,-0.0013411143046919705,-1.9137473232788693e-06,
1118,0,1,0,-0.0026579862617532868,-4.0785060910764059e-06,
1119,0,1,0,-0.0039367965153438433,-5.8048802360488594e-06,
1120,0,1,0,-0.0051368593427536524,-6.8733267326592795e-06,
1121,0,1,0,-0.0062540661238026374,-7.2087115370322863e-06,
1122,0,1,0,-0.007270549417606631,-6.8114624784954003e-06,
1123,0,1,0,-0.0081475240800994442,-5.7750214637053432e-06,
1124,0,1,0,-0.0089002068194172779,-4.3380225633882219e-06,
1125,0,1,0,-0.0094875077432865496,-2.7545140577345251e-06,
1126,0,1,0,-0.0099227355246807036,-1.3419569739880899e-06,
1127,0,1,0,-0.01017726644434358,-3.6449649343239798e-07,
1128,0,1,0,-0.010274297989042225,-2.1093088165002882e-08,
1129,0,1,0,-0.01017726644434358,-3.6449648455061379e-07,
1130,0,1,0,-0.0099227355246798155,-1.3419569571126999e-06,
1131,0,1,0,-0.0094875077432874377,-2.7545140461882056e-06,
1132,0,1,0,-0.008900206819418166,-4.3380225722700061e-06,
1133,0,1,0,-0.0081475240800994442,-5.7750214734753058e-06,
1134,0,1,0,-0.0072705494176075192,-6.8114624864890061e-06,
1135,0,1,0,-0.0062540661238026374,-7.2087115414731784e-06,
1136,0,1,0,-0.0051368593427536524,-6.8733267326592795e-06,
1137,0,1,0,-0.0039367965153438433,-5.804880235160681e-06,
1138,0,1,0,-0.0026579862617532868,-4.0785060919645844e-06,
1139,0,1,0,-0.0013411143046919705,-1.9137473223906909e-06,
1140,0,1,0,-4.0909498011387768e-12,4.536336266625085e-07,
1141,0,1,0,0.001341842006302052,2.7518416771954435e-06,
1142,0,1,0,0.0026586643936283849,4.7192321783739999e-06,
1143,0,1,0,0.003937591576097077,6.1580294428154048e-06,
1144,0,1,0,0.0051311340420348017,6.9055088829372835e-06,
1145,0,1,0,0.0062542154306628461,6.9594175631237931e-06,
1146,0,1,0,0.0072698674691817899,6.3605010467426837e-06,
1147,0,1,0,0.0081453844830026156,5.2462669044572863e-06,
1148,0,1,0,0.008904034056447685,3.8475623229672351e-06,
1149,0,1,0,0.0094825100634379211,2.4070876651904882e-06,
1150,0,1,0,0.0099250590225157254,1.1643640629444008e-06,
1151,0,1,0,0.010179275734912174,3.2427473861673661e-07,
1152,0,1,0,0.010257786273005109,3.878591847694679e-08,
1153,0,1,0,0.010187698203355744,3.2143257744365883e-07,
1154,0,1,0,0.0099263444807906609,1.1580716803294422e-06,
1155,0,1,0,0.0094917053901717452,2.4028284837385172e-06,
1156,0,1,0,0.0088865528591792753,3.854487090393377e-06,
1157,0,1,0,0.0081540596964764234,5.2503556347005542e-06,
1158,0,1,0,0.0072661054523335267,6.3594048018700278e-06,
1159,0,1,0,0.0062503037594439093,6.9543162073415488e-06,
1160,0,1,0,0.0051420336541170286,6.9125353601151573e-06,
1161,0,1,0,0.0039343386959416193,6.1518754890244054e-06,
1162,0,1,0,0.0026593509847234742,4.7207870936816221e-06,
1163,0,1,0,0.0013408810248307645,2.7492725269695484e-06,
1164,0,1,0,3.242417268012332e-08,4.5509107327035281e-07,
1165,0,1,0,-0.0013416992578152431,-1.916210642605165e-06,
1166,0,1,0,-0.0026598069359646814,-4.0807830998801364e-06,
1167,0,1,0,-0.0039365531118171759,-5.8048606170757466e-06,
1168,0,1,0,-0.0051350167032140348,-6.8679237639202029e-06,
1169,0,1,0,-0.0062536046338124152,-7.2042823235918263e-06,
1170,0,1,0,-0.007267055718477522,-6.7998112101008701e-06,
1171,0,1,0,-0.008147251021634716,-5.766801411510869e-06,
1172,0,1,0,-0.0088938577031854038,-4.3268163789633718e-06,
1173,0,1,0,-0.0094920631363990537,-2.7609122259519836e-06,
1174,0,1,0,-0.0099228393202421827,-1.3597973103074423e-06,
1175,0,1,0,-0.010187151146515916,-3.9620528013983858e-07,
1176,0,1,0,-0.010275727625187692,-5.0103500015552527e-08,
1177,0,1,0,-0.010187151146515916,-3.962052765871249e-07,
1178,0,1,0,-0.0099228393202412946,-1.3597973094192639e-06,
1179,0,1,0,-0.0094920631363990537,-2.7609122241756268e-06,
1180,0,1,0,-0.0088938577031854038,-4.3268163798515502e-06,
1181,0,1,0,-0.0081472510216338279,-5.7668014168399395e-06,
1182,0,1,0,-0.007267055718477522,-6.7998112127654053e-06,
1183,0,1,0,-0.0062536046338124152,-7.2042823244800047e-06,
1184,0,1,0,-0.0051350167032131466,-6.8679237648083813e-06,
1185,0,1,0,-0.0039365531118171759,-5.8048606152993898e-06,
1186,0,1,0,-0.0026598069359646814,-4.0807830981037796e-06,
1187,0,1,0,-0.0013416992578161313,-1.9162106417169866e-06,
1188,0,1,0,3.24241717919449e-08,4.5509107415853123e-07,
1189,0,1,0,0.0013408810248307645,2.7492725278577268e-06,
1190,0,1,0,0.002659350974756336,4.7207870919052652e-06,
1191,0,1,0,0.003934338705627205,6.151875471260837e-06,
1192,0,1,0,0.0051420336541161404,6.9125353467924811e-06,
1193,0,1,0,0.0062503037594439093,6.9543161895779804e-06,
1194,0,1,0,0.0072661054523326385,6.3594047841064594e-06,
1195,0,1,0,0.0081540596964764234,5.2503556240424132e-06,
1196,0,1,0,0.0088865528591792753,3.8544871205914433e-06,
1197,0,1,0,0.0094917053901726334,2.4028286160771017e-06,
1198,0,1,0,0.0099263444807906609,1.1580710479464074e-06,
1199,0,1,0,0.010187698521446187,3.2143035433307432e-07,
1200,0,1,0,0.010273709729172964,2.9472344564851483e-09,
1201,0,1,0,0.010186712100781037,3.0724163835316176e-07,
1202,0,1,0,0.0099250157735699673,1.1490300977357037e-06,
1203,0,1,0,0.0094847170096645783,2.4013507653464217e-06,
1204,0,1,0,0.0088995098253281668,3.8413744816168105e-06,
1205,0,1,0,0.0081485916252930224,5.2439897189060503e-06,
1206,0,1,0,0.00726960360058726,6.3533671985638307e-06,
1207,0,1,0,0.0062540967813733417,6.9555666888376777e-06,
1208,0,1,0,0.0051373680624227092,6.9094268919656088e-06,
1209,0,1,0,0.0039340716354612226,6.1521423617705295e-06,
1210,0,1,0,0.0026596410720696184,4.7205703568309332e-06,
1211,0,1,0,0.0013419255191307045,2.7511392328705142e-06,
1212,0,1,0,1.9697692366094088e-08,4.5437337359288676e-07,
1213,0,1,0,-0.0013420387087661467,-1.9161787374599726e-06,
1214,0,1,0,-0.002657822718621361,-4.0774762011253074e-06,
1215,0,1,0,-0.0039359375958998299,-5.8033415193392557e-06,
1216,0,1,0,-0.0051365603920121572,-6.8736489167164905e-06,
1217,0,1,0,-0.0062547994651653838,-7.2123766798881661e-06,
1218,0,1,0,-0.0072708985706162466,-6.8169900515613335e-06,
1219,0,1,0,-0.0081540380678610802,-5.7897660328265488e-06,
1220,0,1,0,-0.0088960690581592061,-4.3400476057442461e-06,
1221,0,1,0,-0.0094954129274231747,-2.7612619364347779e-06,
1222,0,1,0,-0.0099153714057100828,-1.3352193830584724e-06,
1223,0,1,0,-0.010182154607477401,-3.6328929997608839e-07,
1224,0,1,0,-0.010265853882128084,-1.2251178738154067e-08,
1225,0,1,0,-0.010182154607477401,-3.6328929908790997e-07,
1226,0,1,0,-0.009915371405710971,-1.3352193812821156e-06,
1227,0,1,0,-0.0094954129274231747,-2.7612619373229563e-06,
1228,0,1,0,-0.0088960690581583179,-4.3400476066324245e-06,
1229,0,1,0,-0.0081540380678619684,-5.7897660319383704e-06,
1230,0,1,0,-0.0072708985706162466,-6.8169900515613335e-06,
1231,0,1,0,-0.0062547994651653838,-7.2123766816645229e-06,
1232,0,1,0,-0.0051365603920121572,-6.8736489184928473e-06,
1233,0,1,0,-0.0039359375958998299,-5.8033415175628988e-06,
1234,0,1,0,-0.002657822718621361,-4.0774762020134858e-06,
1235,0,1,0,-0.0013420387087661467,-1.9161787374599726e-06,
1236,0,1,0,1.9697692366094088e-08,4.543733753692436e-07,
1237,0,1,0,0.0013419255191315926,2.7511392275414437e-06,
1238,0,1,0,0.0026596410720696184,4.7205703523900411e-06,
1239,0,1,0,0.0039340716354612226,6.1521423511123885e-06,
1240,0,1,0,0.0051373680624227092,6.909426867096613e-06,
1241,0,1,0,0.0062540967813724535,6.9555666293297236e-06,
1242,0,1,0,0.0072696036005881481,6.3533670804361009e-06,
1243,0,1,0,0.0081485916252930224,5.2439894808742338e-06,
1244,0,1,0,0.0088995098253281668,3.841374006441356e-06,
1245,0,1,0,0.0094847179895634071,2.4013452231130827e-06,
1246,0,1,0,0.0099250148019569551,1.1490350564358209e-06,
1247,0,1,0,0.01018671178269237,3.0724415633898161e-07,
1248,0,1,0,0.010262857141775328,4.2368702324324659e-08,
1249,0,1,0,0.010186985042196284,3.3469622096049534e-07,
1250,0,1,0,0.0099114985208661466,1.1737894460850384e-06,
1251,0,1,0,0.0094956053343606683,2.4045097655189807e-06,
1252,0,1,0,0.0088949328391354499,3.846694147213725e-06,
1253,0,1,0,0.008154285280731699,5.2441485083321027e-06,
1254,0,1,0,0.007262058704586849,6.3538295798082345e-06,
1255,0,1,0,0.0062588519709496637,6.9595796059473969e-06,
1256,0,1,0,0.0051360565547078352,6.904656810746701e-06,
1257,0,1,0,0.003936332301833545,6.1543760772053702e-06,
1258,0,1,0,0.0026590737819223165,4.7197113470787144e-06,
1259,0,1,0,0.0013408386572617559,2.7501279316055616e-06,
