vertex,u
1100,-0.2118913322788091
1101,-0.2237082405649207
1102,-0.23221061992442596
1103,-0.23733502577249679
1104,-0.23904815315344602
1105,-0.23733496141398128
1106,-0.23220998971443954
1107,-0.22370672020662982
1108,-0.21189004544268703
1109,-0.19684423317178271
1110,-0.17869232647153049
1111,-0.15758430969627388
1112,-0.13371102922317207
1113,-0.10730933500800847
1114,-0.078655502556191859
1115,-0.048085572833984576
1116,-0.015994299107077611
1117,0.017161501194585746
1118,0.050859422253950196
1119,0.084509804165830552
1120,0.11746119626686434
1121,0.1490158369623733
1122,0.17843441374923771
1123,0.20496676201320052
1124,0.22788705040213406
1125,0.24651655978649809
1126,0.26027858722644892
1127,0.26872358094625032
1128,0.27157264021071192
1129,0.26872358094598647
1130,0.26027858722500963
1131,0.24651655978244838
1132,0.22788705039450663
1133,0.20496676200286629
1134,0.17843441373749175
1135,0.14901583695020379
1136,0.11746119625481646
1137,0.084509804154092025
1138,0.050859422242467443
1139,0.017161501183147684
1140,-0.01599429911879725
1141,-0.048085572846424306
1142,-0.078655502569939875
1143,-0.10730933502020541
1144,-0.1337110292371971
1145,-0.1575843097120036
1146,-0.17869232648880712
1147,-0.19684423319023792
1148,-0.2118900454615722
1149,-0.22370672022466634
1150,-0.23220998972976761
1151,-0.23733496142446653
1152,-0.23904688797327969
1153,-0.23733626943419814
1154,-0.23221117336379193
1155,-0.22370762044524412
1156,-0.21188732548256053
1157,-0.19684449596344267
1158,-0.17869131230875626
1159,-0.15758386052039483
1160,-0.13371467899684195
1161,-0.10730914584952843
1162,-0.078655838563922539
1163,-0.04808431600951394
1164,-0.015995220425098634
1165,0.017161619760155858
1166,0.050857830714532655
1167,0.084510062408699266
1168,0.11746128797358216
1169,0.14901550852659923
1170,0.17843292759252466
1171,0.20496676728541313
1172,0.2278855370864975
1173,0.24651806283859426
1174,0.2602796851166605
1175,0.26872641538073982
1176,0.27157457816664721
1177,0.26872641537985559
1178,0.26027968511465249
1179,0.24651806283514358
1180,0.22788553708146428
1181,0.20496676727901608
1182,0.17843292758516241
1183,0.14901550851865716
1184,0.11746128796533321
1185,0.084510062400280098
1186,0.050857830705954475
1187,0.017161619751327031
1188,-0.015995220434348655
1189,-0.04808431601940541
1190,-0.078655838574676923
1191,-0.10730914586496436
1192,-0.13371467901467543
1193,-0.1575838605419288
1194,-0.17869131233527327
