face,theta,dir0x,dir0y,dir0z,cx,cy,cz
751,-0.597725,-0.108125,-0.402016,0.909226,0.255974,0.112862,-0.600631
752,0.283008,-0.524989,-0.789865,-0.317016,0.18408,0.0388561,-0.649852
753,0.312769,0.477654,0.803878,0.354438,0.198769,0.0481769,-0.633056
754,0.171599,0.572079,0.720875,0.391236,0.181145,0.0483738,-0.657823
755,0.413713,0.413015,0.876118,0.24867,0.171662,0.0196317,-0.658294
756,-0.655834,-0.135468,0.553146,-0.821996,0.211005,0.0751202,-0.634271
757,-0.618835,0.187162,-0.532306,0.825603,0.211639,0.0662853,-0.624403
758,-0.678666,0.0487232,-0.519347,0.853173,0.225992,0.0914784,-0.627209
759,-0.752566,0.212743,-0.623117,0.752639,0.1952,0.0665295,-0.650894
760,0.157,-0.167507,-0.981371,0.0940876,0.15067,0.0197322,-0.679361
761,-0.641588,0.669793,0.623228,0.403687,0.164194,0.0389959,-0.672595
762,0.307816,0.026733,0.987025,-0.158327,0.132308,0.00994295,-0.691866
763,-0.0745374,0.324436,0.940477,0.101215,0.155204,0.00988572,-0.67303
764,-0.247967,-0.370601,-0.881222,-0.293433,0.189514,0.0194687,-0.634738
765,-0.302765,0.447245,0.837085,0.315057,0.200579,0.0386452,-0.624785
766,-0.198485,0.377112,0.896219,0.233621,0.175287,0.00977591,-0.651451
767,-0.196081,0.338701,0.898878,0.27803,0.192172,0.00960555,-0.627481
768,0.628554,-0.266052,-0.935528,-0.232386,0.227193,0.0376157,-0.539692
769,0.686077,0.258307,0.942332,0.212807,0.23073,0.0467254,-0.517858
770,0.586722,0.293221,0.917258,0.269552,0.228765,0.0471573,-0.548166
771,0.637036,0.200042,0.954611,0.220685,0.221339,0.0186042,-0.552999
772,-0.234556,0.155036,0.224433,-0.962078,0.241202,0.0734971,-0.513263
773,-0.210039,-0.116804,-0.205016,0.971764,0.236781,0.0646509,-0.504182
774,-0.256378,-0.196642,-0.224696,0.954381,0.249789,0.0897056,-0.50001
775,-0.31181,-0.0317537,-0.293378,0.955469,0.236724,0.0651134,-0.535413
776,-0.132181,-0.250535,-0.929087,-0.272084,0.214534,0.0189469,-0.581663
777,-0.150456,0.316762,0.906252,0.279946,0.222271,0.0380116,-0.569256
778,-0.146518,0.276631,0.920289,0.276664,0.205528,0.0093713,-0.601481
779,-0.0691707,0.213302,0.947501,0.23821,0.215173,0.00908115,-0.573881
780,0.0362114,-0.165018,-0.973093,-0.160809,0.224235,0.0182242,-0.52355
781,0.0320989,0.230569,0.957668,0.172366,0.22813,0.0371951,-0.509586
782,0.0134606,0.162149,0.969571,0.18341,0.22098,0.00874308,-0.545129
783,0.0918791,0.127641,0.983696,0.12669,0.222927,0.00837308,-0.515752
784,0.778446,0.894121,0.373838,0.246564,0.243371,0.131034,-0.674243
785,-0.77514,0.0770541,0.37974,-0.921878,0.242151,0.135878,-0.689058
786,0.77768,-0.828037,-0.477302,-0.294171,0.224347,0.11998,-0.676668
787,-0.686919,0.12751,0.347831,-0.928846,0.262806,0.135621,-0.656268
788,0.702051,0.019608,-0.530556,0.847423,0.200858,0.120139,-0.704452
789,0.753118,0.0433451,0.415502,-0.908559,0.22022,0.131224,-0.704456
790,0.71122,-0.0565627,0.571419,-0.818707,0.178316,0.113841,-0.716529
791,0.782871,-0.0143135,0.541237,-0.840748,0.203765,0.113739,-0.691479
792,0.223666,0.789531,0.521476,0.32358,0.243678,0.119719,-0.646222
793,0.131879,-0.827238,-0.476367,-0.297912,0.225472,0.113547,-0.663459
794,0.225456,-0.7884,-0.523761,-0.322644,0.242993,0.113255,-0.633009
795,0.2559,-0.867572,-0.406942,-0.285862,0.261987,0.130739,-0.641456
796,0.33271,0.938893,0.269707,0.213866,0.282902,0.146318,-0.668366
797,0.229959,-0.951079,-0.244441,-0.188939,0.262236,0.143533,-0.687345
798,0.307748,-0.934705,-0.264127,-0.237833,0.282251,0.14325,-0.652103
799,0.369546,-0.977953,-0.0949466,-0.185991,0.303136,0.150222,-0.664411
800,0.767781,0.15184,-0.720142,0.677008,0.171895,0.0754922,-0.684534
801,-0.75726,0.805996,0.496299,0.32258,0.18856,0.0919356,-0.681535
802,0.718689,-0.169051,0.785217,-0.595699,0.151944,0.0667857,-0.696608
803,-0.723182,0.747526,0.546388,0.377712,0.175171,0.0666946,-0.675109
804,-0.0814028,-0.854957,-0.436824,-0.279702,0.164459,0.0920348,-0.704716
805,0.00489935,0.806168,0.495424,0.323492,0.185627,0.0996991,-0.692774
806,-0.067524,0.852671,0.446999,0.270451,0.160056,0.099777,-0.715498
807,-0.132669,0.815374,0.458688,0.353228,0.147441,0.0755648,-0.705552
808,0.406475,0.805167,0.381098,0.454389,0.14133,0.0390731,-0.692661
809,0.446076,-0.793364,-0.411829,-0.448297,0.136354,0.0485622,-0.699687
810,0.233824,-0.815156,-0.226488,-0.533126,0.126966,0.0197808,-0.697603
811,0.596177,-0.701672,-0.534981,-0.470586,0.160196,0.048499,-0.680158
812,0.77509,0.751878,0.565286,0.33931,0.209211,0.0917519,-0.655537
813,0.767874,-0.754198,-0.554962,-0.351003,0.207823,0.0995427,-0.66703
814,0.777361,-0.676946,-0.622542,-0.392665,0.193224,0.0753471,-0.660618
815,-0.691456,-0.0187454,0.521438,-0.853083,0.226175,0.0992925,-0.638753
816,0.498119,0.900368,0.306747,0.308617,0.311178,0.145503,-0.59142
817,0.390876,-0.915687,-0.283816,-0.284545,0.296949,0.142849,-0.614727
818,0.475961,-0.89419,-0.303004,-0.329565,0.306139,0.14236,-0.575843
819,0.530384,-0.949368,-0.108828,-0.294714,0.329053,0.149375,-0.582764
820,-0.605131,-0.187481,-0.318714,0.929125,0.275684,0.130333,-0.606658
821,-0.592892,0.179827,0.311613,-0.933038,0.278533,0.135252,-0.621247
822,-0.596191,0.118664,0.397358,-0.909959,0.258453,0.119355,-0.613654
823,-0.500191,0.23445,0.272613,-0.933121,0.289061,0.134787,-0.584562
824,-0.521244,0.929624,0.11623,0.349699,0.333028,0.148853,-0.540176
825,-0.58509,-0.877258,-0.324482,-0.353737,0.316805,0.144983,-0.550947
826,-0.550423,-0.917776,-0.12482,-0.37697,0.340394,0.149603,-0.512569
827,-0.606631,-0.940058,-0.117421,-0.320162,0.340237,0.150102,-0.556417
828,-0.640985,0.965349,0.101721,0.240323,0.319061,0.149847,-0.624392
829,-0.716361,-0.920925,-0.288497,-0.262042,0.299848,0.145964,-0.630772
830,-0.66533,-0.958107,-0.11034,-0.264304,0.334037,0.150604,-0.599693
831,-0.727194,-0.972457,-0.103497,-0.208846,0.321698,0.151038,-0.641769
832,0.183189,0.966488,0.23201,0.109874,0.233514,0.14669,-0.735771
833,0.0850062,-0.975447,-0.205332,-0.0796331,0.208024,0.143801,-0.748971
834,0.155393,-0.964823,-0.224615,-0.136618,0.237324,0.143706,-0.719848
835,0.222624,-0.993815,-0.0817117,-0.0752048,0.254566,0.15062,-0.736982
836,0.620206,0.939657,0.310723,0.14316,0.19301,0.131324,-0.731515
837,0.642942,-0.939274,-0.320255,-0.123292,0.187853,0.13611,-0.745553
838,0.621273,-0.896783,-0.397668,-0.194014,0.173697,0.120219,-0.729038
839,0.7144,-0.919264,-0.349088,-0.181908,0.216991,0.136031,-0.719009
840,-0.771294,0.987431,0.0882795,0.131099,0.281486,0.150471,-0.70216
841,0.714295,-0.102579,-0.238842,0.965625,0.260638,0.146554,-0.703582
842,0.778044,-0.145783,-0.0777053,0.98626,0.303319,0.151354,-0.681968
843,0.709001,-0.0891175,-0.0829491,0.992561,0.279225,0.151553,-0.719636
844,0.657577,0.0107046,0.0958261,-0.995341,0.222923,0.150708,-0.768186
845,0.571459,0.00783336,-0.272013,0.962262,0.202093,0.146765,-0.764301
846,0.636992,-0.0319462,-0.0886659,0.995549,0.249906,0.151674,-0.754067
847,0.565319,0.0258873,-0.0941507,0.995221,0.215981,0.151744,-0.784561
848,0.173874,-0.271663,-0.0917072,-0.958013,0.266062,-0.131257,-0.636189
849,0.178822,0.270438,0.0947873,0.95806,0.278251,-0.136017,-0.627523
850,0.151892,0.305239,0.101995,0.946798,0.258513,-0.120173,-0.618085
851,0.303623,0.288793,0.159791,0.943963,0.260305,-0.136004,-0.662866
852,0.0548743,-0.713706,0.676997,0.179719,0.270599,-0.120221,-0.583382
853,0.127547,0.824042,-0.53265,-0.192972,0.280485,-0.131275,-0.600366
854,0.0346431,0.705992,-0.679779,-0.198684,0.269513,-0.113935,-0.557706
855,0.147911,0.706265,-0.685392,-0.177277,0.260816,-0.11388,-0.592435
856,-0.35291,-0.335639,-0.185462,-0.923553,0.242037,-0.120119,-0.650997
857,-0.479775,0.30194,0.0965129,0.948429,0.247668,-0.11381,-0.625851
858,-0.348868,0.330305,0.18523,0.92552,0.230316,-0.113744,-0.6573
859,-0.284705,0.284583,0.160883,0.945055,0.247125,-0.13123,-0.669908
860,-0.233013,-0.249722,-0.108396,-0.962231,0.280759,-0.146652,-0.674563
861,-0.361139,0.242224,0.0660767,0.967968,0.286859,-0.143705,-0.646232
862,-0.233485,0.250165,0.108261,0.962132,0.266395,-0.143711,-0.682531
863,-0.195456,0.228825,0.0394887,0.972666,0.287353,-0.150615,-0.694828
864,0.108941,-0.440981,0.885417,0.146877,0.23811,-0.0758722,-0.568072
865,0.162021,0.567376,-0.808201,-0.157782,0.24428,-0.0921972,-0.584124
866,0.0906108,0.424616,-0.890692,-0.162388,0.238054,-0.0673042,-0.544717
867,0.16058,0.413112,-0.898712,-0.147155,0.231606,-0.0671125,-0.575674
868,-0.757875,0.196845,-0.0891958,0.976369,0.251907,-0.0923229,-0.551515
869,-0.652672,-0.275957,-0.00350999,-0.961164,0.252548,-0.0999101,-0.575908
870,-0.76884,-0.217415,0.0870304,-0.972192,0.259089,-0.100007,-0.542366
871,0.775069,0.446985,-0.875268,-0.184692,0.243583,-0.0760419,-0.536376
872,-0.101298,-0.101588,0.107019,-0.989054,0.228661,-0.0398544,-0.537553
873,-0.103431,0.139592,-0.105053,0.984621,0.232268,-0.0493195,-0.529749
874,-0.0879582,0.0923722,-0.0956688,0.991118,0.225025,-0.0208276,-0.522758
875,-0.0610621,0.254192,-0.0648452,0.964977,0.227943,-0.0490793,-0.560122
876,0.0921239,-0.334335,-0.070598,-0.939806,0.232487,-0.0920754,-0.615523
877,0.111736,0.337543,0.0867031,0.937309,0.241703,-0.0998036,-0.608417
878,0.0438657,0.366673,0.0349651,0.929693,0.22856,-0.0757092,-0.598832
879,0.216921,0.395171,0.170598,0.902627,0.226732,-0.0997071,-0.63926
880,0.0816546,-0.206421,-0.205525,-0.956635,0.228185,-0.146671,-0.741723
881,-0.080067,0.233479,0.157218,0.959568,0.241387,-0.143715,-0.715914
882,0.129763,0.160507,0.218611,0.962521,0.212271,-0.143715,-0.745678
883,0.117048,0.179118,0.0734597,0.981081,0.229318,-0.150656,-0.763003
884,0.482078,-0.257344,-0.24913,-0.933653,0.223967,-0.131204,-0.700881
885,0.454282,0.28276,0.235448,0.929845,0.23794,-0.135988,-0.695617
886,0.443715,0.328695,0.29365,0.897624,0.221431,-0.120072,-0.681476
887,0.673318,0.211231,0.335223,0.918154,0.211501,-0.135975,-0.725133
888,-0.711145,-0.0794018,-0.0945617,-0.992347,0.194156,-0.150661,-0.790623
889,0.784826,-0.974125,0.222213,0.0412539,0.195817,-0.146673,-0.76945
890,-0.653455,0.0225707,0.108502,0.99384,0.17343,-0.151689,-0.813155
891,0.672969,-0.987914,0.0853201,0.129411,0.211744,-0.151687,-0.788131
892,0.452817,0.9705,-0.109469,-0.214819,0.260551,-0.150638,-0.730836
893,0.367518,-0.931288,0.31041,0.190655,0.256662,-0.146664,-0.70987
894,0.46958,-0.974713,0.101534,0.199061,0.246409,-0.151673,-0.75816
895,0.316734,-0.968939,0.11079,0.221093,0.276877,-0.151649,-0.723762
896,-0.470206,-0.214896,-0.0309106,-0.976148,0.314319,-0.146571,-0.596426
897,-0.595305,0.200977,-0.0102488,0.979542,0.312884,-0.143593,-0.567668
898,-0.480193,0.223954,0.0271515,0.974221,0.302466,-0.143676,-0.607692
899,-0.431091,0.202334,0.0133735,0.979225,0.325922,-0.150516,-0.614303
900,-0.0618574,-0.214904,0.0319847,-0.976111,0.290127,-0.131257,-0.563124
901,-0.0540285,0.210835,-0.0257728,0.977182,0.299694,-0.135947,-0.551797
902,-0.0819448,0.222652,-0.0543377,0.973383,0.278062,-0.120238,-0.547552
903,0.0618487,0.242682,0.0337922,0.969517,0.291464,-0.136008,-0.590261
904,0.194037,0.96934,-0.118884,-0.215048,0.309269,-0.150586,-0.655737
905,0.10908,-0.92029,0.336,0.200425,0.300094,-0.146631,-0.636506
906,0.189845,-0.968714,0.116196,0.219297,0.302627,-0.151623,-0.685728
907,0.0781226,-0.971319,0.118438,0.206184,0.323244,-0.151576,-0.644801
908,-0.0169155,0.976583,-0.11836,-0.179659,0.336942,-0.150374,-0.571343
909,-0.103066,-0.923269,0.339078,0.180555,0.323123,-0.146444,-0.555107
910,-0.0246547,-0.975111,0.11872,0.187254,0.338307,-0.151468,-0.601782
911,-0.124052,-0.979158,0.118046,0.16527,0.347497,-0.151281,-0.557483
912,-0.367136,0.779167,-0.321449,0.538116,0.177273,-0.0753871,-0.67972
913,-0.362362,-0.762235,0.321936,-0.561565,0.167941,-0.06662,-0.682986
914,-0.448597,-0.819616,0.35364,-0.450742,0.174296,-0.0918438,-0.696578
915,-0.344757,-0.676339,0.308602,-0.668828,0.189119,-0.0666866,-0.659649
916,-0.182639,0.0538097,-0.763311,-0.643786,0.148296,-0.0918351,-0.717633
917,-0.171267,-0.0117955,0.849311,0.527762,0.153482,-0.0753545,-0.701307
918,-0.185237,-0.0419769,0.775583,0.629848,0.13127,-0.0995714,-0.73514
919,-0.296582,-0.0253287,0.747106,0.664222,0.159777,-0.0995574,-0.716171
920,0.315497,-0.0263691,0.666816,0.744756,0.197225,-0.0918917,-0.672264
921,0.383377,-0.0127222,-0.693191,-0.720642,0.185447,-0.0995754,-0.69361
922,-0.268922,-0.403771,-0.302405,-0.863435,0.207888,-0.0996293,-0.667829
923,0.684324,0.217469,-0.87151,-0.439519,0.19792,-0.0754596,-0.655161
924,0.550272,-0.00138637,0.9073,0.420481,0.185136,-0.0390345,-0.648913
925,0.558991,-0.0327989,-0.903967,-0.426342,0.172911,-0.0484264,-0.667839
926,0.590418,0.0444875,-0.913385,-0.40466,0.192012,-0.0485276,-0.643989
927,0.533388,-0.052589,-0.921651,-0.384441,0.189849,-0.0198134,-0.63449
928,-0.454421,0.0144728,-0.466295,-0.884511,0.166641,-0.13118,-0.752276
929,-0.465543,0.00672297,0.606567,0.795004,0.16926,-0.120022,-0.732913
930,-0.426234,-0.0327421,0.498952,0.866011,0.148298,-0.135968,-0.772385
931,-0.644298,0.061354,0.442603,0.894616,0.181468,-0.135966,-0.750858
932,0.619141,0.0444299,-0.650812,-0.757938,0.138518,-0.120035,-0.75299
933,0.517629,-0.0499919,0.628404,0.776279,0.156053,-0.113652,-0.734172
934,0.649978,-0.0721418,0.660385,0.747453,0.125217,-0.113676,-0.752495
935,0.62779,-0.0680863,0.50593,0.859883,0.133382,-0.131192,-0.77184
936,-0.450541,0.986373,-0.151882,0.0632461,0.160093,-0.146672,-0.792636
937,-0.406592,-0.985136,0.13726,-0.103276,0.143694,-0.143714,-0.792336
938,-0.458855,-0.997924,0.054819,-0.0338096,0.155659,-0.150661,-0.813351
939,-0.621732,-0.978892,0.202448,-0.028005,0.179524,-0.143712,-0.771267
940,0.769992,0.176077,0.477809,0.860637,0.197039,-0.120038,-0.708944
941,-0.637635,-0.877806,0.412517,-0.243487,0.184136,-0.113658,-0.711944
942,0.763099,-0.127527,-0.372795,-0.919109,0.196991,-0.131187,-0.728496
943,0.49894,-0.27987,-0.32983,-0.901601,0.209014,-0.113692,-0.686176
944,0.748381,-0.190729,0.954087,0.230958,0.214358,-0.0393679,-0.59628
945,0.734676,0.176608,-0.944137,-0.278235,0.207685,-0.0486733,-0.617782
946,-0.748221,-0.378603,0.0694573,-0.922949,0.21972,-0.048859,-0.58966
947,0.695674,0.114753,-0.963282,-0.242734,0.214959,-0.0202386,-0.581142
948,0.0643793,0.476561,0.054061,0.877478,0.215102,-0.0755694,-0.628045
949,-0.091894,-0.514782,0.0875077,-0.852843,0.206964,-0.0667951,-0.633682
950,0.179402,-0.405073,-0.141833,-0.903216,0.216721,-0.0919716,-0.645089
951,-0.0100837,-0.36513,0.0148812,-0.930838,0.221185,-0.0669388,-0.605525
952,0.0850062,-0.166309,0.972047,0.165729,0.22191,-0.0205181,-0.552312
953,0.125601,0.235066,-0.959032,-0.158118,0.223432,-0.0395962,-0.567415
954,0.113248,0.153732,-0.978687,-0.136156,0.222784,-0.0109745,-0.530224
955,0.0566087,0.117413,-0.97076,-0.209379,0.218798,-0.0106517,-0.559419
956,-0.0678425,-0.0334542,0.942327,0.333017,0.204224,-0.0200017,-0.60869
957,-0.0342187,0.0988613,-0.931445,-0.350194,0.201533,-0.0391789,-0.623601
958,-0.0231475,0.0586524,-0.95306,-0.297047,0.210976,-0.0103669,-0.587733
959,-0.10514,-0.0197009,-0.928117,-0.371766,0.199416,-0.0101293,-0.614656
960,0.647259,0.0332883,0.934855,0.353466,0.142689,-0.0388814,-0.691889
961,0.718229,-0.00536542,-0.941961,-0.335678,0.125775,-0.0483406,-0.706978
962,0.615397,-0.0440877,-0.920127,-0.389131,0.150706,-0.0483666,-0.688949
963,0.619204,-0.0863449,-0.94702,-0.30935,0.151088,-0.0195931,-0.679195
964,-0.219373,0.900207,-0.193705,0.390008,0.126945,-0.0753498,-0.719587
965,-0.193797,-0.888762,0.173899,-0.4241,0.116985,-0.0665854,-0.720313
966,-0.245223,-0.916095,0.196802,-0.349341,0.11965,-0.0918504,-0.735088
967,-0.293221,-0.831102,0.26184,-0.490621,0.143752,-0.0665901,-0.703313
968,-0.132392,0.101908,0.92229,0.372821,0.172028,-0.0196783,-0.658115
969,-0.102253,-0.0451511,-0.911763,-0.408227,0.165406,-0.0389373,-0.671796
970,-0.14428,-0.0911041,-0.91405,-0.395237,0.184246,-0.0099463,-0.639735
971,-0.113105,-0.121779,-0.925683,-0.358163,0.165726,-0.00981919,-0.662574
972,0.101833,-0.00406904,0.975647,0.21931,0.127407,-0.0195525,-0.697398
973,0.0995869,0.0245667,-0.957772,-0.286478,0.117391,-0.0388608,-0.708874
974,0.0212511,-0.0667553,-0.964173,-0.256737,0.14419,-0.00974399,-0.682808
975,0.215125,0.0614917,-0.988233,-0.140054,0.12006,-0.00971205,-0.700125
976,0.0644138,-0.33046,0.0543678,-0.942253,0.43325,-0.0751921,-0.686954
977,0.0360259,0.32807,-0.0291442,0.944204,0.444618,-0.0663412,-0.667796
978,0.0897007,0.308772,-0.070542,0.948517,0.43036,-0.0916302,-0.668486
979,0.108048,0.423061,-0.0961505,0.900985,0.4211,-0.0665482,-0.723531
980,-0.184333,-0.536416,-0.835624,0.118281,0.446433,-0.09133,-0.612326
981,-0.173407,0.404898,0.908031,-0.107411,0.451666,-0.0749226,-0.630244
982,-0.177977,0.553,0.82527,-0.114545,0.447433,-0.098828,-0.575019
983,-0.11158,0.559633,0.821052,-0.11263,0.436495,-0.0991867,-0.63141
984,-0.307016,-0.386027,0.139618,-0.911861,0.406579,-0.0918238,-0.722533
985,-0.374207,0.307424,-0.0892689,0.947376,0.417698,-0.0994436,-0.686341
986,-0.286438,0.379106,-0.160186,0.911383,0.391505,-0.0996006,-0.738774
987,-0.347019,0.419613,-0.125296,0.899014,0.407091,-0.0753665,-0.741255
988,-0.449022,-0.442577,0.0332509,-0.896114,0.431854,-0.0388149,-0.721909
989,-0.482945,0.339542,-0.00488931,0.940578,0.445045,-0.0481669,-0.685305
990,-0.415125,0.445636,-0.0693511,0.892524,0.419277,-0.0483453,-0.740977
991,-0.489451,0.450541,0.00138184,0.892754,0.427439,-0.0195512,-0.73795
992,-0.102,-0.819103,-0.55647,0.139328,0.408781,-0.130797,-0.612134
993,-0.0548154,0.703949,0.699198,-0.12481,0.417952,-0.119708,-0.630846
994,-0.0888452,0.824953,0.550734,-0.127059,0.408475,-0.135389,-0.576896
995,-0.00405395,0.826859,0.544036,-0.142581,0.396815,-0.135687,-0.628634
996,-0.512113,0.13897,0.0274198,0.989917,0.429365,-0.119373,-0.576591
997,-0.428147,-0.208239,0.0280452,-0.977676,0.429087,-0.113215,-0.613004
998,-0.512782,-0.13079,-0.0364137,-0.990741,0.437772,-0.112843,-0.55769
999,-0.489414,-0.134845,-0.0181274,-0.990701,0.417924,-0.130458,-0.559195
1000,-0.00439688,-0.149999,-0.0075192,-0.988658,0.385554,-0.146173,-0.576054
1001,-0.00593136,0.138964,0.00875627,0.990259,0.395722,-0.143077,-0.559603
1002,-0.0029276,0.148803,0.00634692,0.988846,0.371966,-0.150126,-0.559013
1003,0.0968052,0.179196,-0.0297323,0.983364,0.386342,-0.143375,-0.609847
1004,0.154821,-0.275946,0.104197,-0.955509,0.399067,-0.119937,-0.683549
1005,0.136544,0.278038,-0.0930258,0.956055,0.412698,-0.113493,-0.667107
1006,0.173688,0.24393,-0.0923681,0.965384,0.392357,-0.131042,-0.663788
1007,0.227115,0.337638,-0.157101,0.928073,0.388993,-0.113665,-0.719024
1008,-0.30411,-0.625276,0.171071,-0.761423,0.363361,-0.0390145,-0.825587
1009,-0.339499,0.539297,-0.140584,0.830298,0.386004,-0.0484531,-0.793238
1010,-0.257672,0.616146,-0.217081,0.757126,0.345936,-0.048507,-0.84106
1011,-0.354844,0.652356,-0.128936,0.746865,0.354921,-0.0197109,-0.839995
1012,0.224756,-0.496349,0.200111,-0.844744,0.373711,-0.0754663,-0.792068
1013,0.186501,0.505876,-0.167981,0.846092,0.390091,-0.0666726,-0.77615
1014,0.259503,0.451959,-0.210902,0.866749,0.375636,-0.091937,-0.773414
1015,0.269939,0.573315,-0.242895,0.782504,0.352198,-0.0667392,-0.824629
1016,-0.020284,0.221621,0.973041,0.0638392,0.308917,-0.0197322,-0.883493
1017,0.0174815,-0.346838,-0.937885,0.00868183,0.319187,-0.0390445,-0.870305
1018,-0.00708196,-0.230711,-0.970271,-0.0731145,0.277644,-0.00989706,-0.908363
1019,-0.0927887,-0.156396,-0.986694,-0.0444456,0.327227,-0.00989107,-0.868656
1020,-0.165958,0.114982,0.993345,-0.00672518,0.394683,-0.0196557,-0.791141
1021,-0.130592,-0.254835,-0.965627,0.051221,0.40118,-0.038944,-0.775789
1022,-0.16193,-0.102212,-0.994729,-0.00823766,0.371067,-0.00986112,-0.822998
1023,-0.217091,-0.0654481,-0.997404,0.0300268,0.408364,-0.00979324,-0.77237
1024,-0.562664,-0.203587,-0.0768144,-0.976039,0.469344,-0.0383357,-0.606263
1025,-0.594631,0.0910342,0.104859,0.990312,0.472021,-0.0475686,-0.568128
1026,-0.543928,0.218747,0.0538803,0.974293,0.462753,-0.047906,-0.627338
1027,-0.588027,0.194901,0.0959935,0.976114,0.469182,-0.0191586,-0.622803
1028,-0.0765115,-0.115794,-0.0768703,-0.990294,0.461864,-0.0745619,-0.572185
1029,-0.0922158,0.101509,0.0918047,0.99059,0.467207,-0.0656611,-0.551324
1030,-0.0662283,0.12035,0.0628329,0.990741,0.454442,-0.0909427,-0.555058
1031,-0.0314508,0.218542,0.0344465,0.975219,0.460088,-0.0660397,-0.610064
1032,-0.262291,0.069393,0.994371,-0.0800705,0.452435,-0.0193868,-0.681458
1033,-0.235633,-0.208926,-0.972904,0.0990301,0.454759,-0.0386146,-0.665027
1034,-0.25984,-0.0413269,-0.996972,0.0658775,0.438307,-0.00967545,-0.717777
1035,-0.292565,-0.029454,-0.994724,0.0982649,0.460268,-0.00950109,-0.660309
1036,-0.321613,0.0639574,0.989065,-0.132889,0.477337,-0.0188724,-0.563011
1037,-0.311138,-0.199222,-0.971038,0.131891,0.475429,-0.0379944,-0.546585
1038,-0.317298,-0.0258148,-0.99189,0.124451,0.473768,-0.00926951,-0.601094
1039,-0.339308,-0.0306984,-0.989281,0.142758,0.478686,-0.00899599,-0.541032
1040,0.484805,0.349372,-0.254842,0.901662,0.303732,-0.1313,-0.801558
1041,0.512038,-0.333033,0.263675,-0.905298,0.284624,-0.136066,-0.810121
1042,0.454279,-0.410739,0.303116,-0.859892,0.302501,-0.120177,-0.822515
1043,0.393573,-0.315291,0.206175,-0.926328,0.3215,-0.136054,-0.770439
1044,0.438608,0.800217,0.579736,-0.153487,0.259017,-0.120182,-0.85914
1045,0.404966,-0.872604,-0.447629,0.195427,0.262959,-0.131304,-0.838586
1046,0.43277,-0.811472,-0.55637,0.178791,0.232346,-0.113823,-0.884931
1047,0.312843,-0.778126,-0.604658,0.170024,0.27945,-0.113822,-0.851633
1048,-0.135324,0.376778,-0.235626,0.895834,0.340778,-0.120151,-0.78037
1049,-0.0527184,-0.42755,0.288198,-0.856821,0.321731,-0.11381,-0.812312
1050,-0.152603,-0.388033,0.222331,-0.894427,0.358484,-0.113765,-0.767751
1051,-0.100261,-0.323938,0.199602,-0.924783,0.339315,-0.131272,-0.759454
1052,-0.0588056,0.26339,-0.142677,0.95408,0.30126,-0.146698,-0.758511
1053,0.0569118,-0.279287,0.178938,-0.943388,0.284777,-0.143767,-0.788535
1054,-0.0648827,-0.268901,0.140381,-0.952883,0.318874,-0.143751,-0.748979
1055,-0.0514635,-0.234654,0.0519141,-0.970692,0.29783,-0.150642,-0.736929
1056,0.213801,0.555712,0.829079,-0.0617468,0.288066,-0.0755302,-0.879167
1057,0.216271,-0.6567,-0.74391,0.123868,0.294711,-0.0920148,-0.861613
1058,0.20767,-0.563832,-0.821738,0.0827068,0.258761,-0.0667665,-0.905085
1059,0.118605,-0.514894,-0.854444,0.069357,0.308166,-0.0667645,-0.867936
1060,0.0667823,-0.577459,0.427463,-0.695569,0.246216,-0.0920162,-0.8969
1061,0.00341832,0.525468,-0.381849,0.760312,0.27428,-0.0997404,-0.870931
1062,0.106228,0.548536,-0.453443,0.702494,0.224715,-0.0997391,-0.903392
1063,0.00555274,0.646304,-0.425497,0.633437,0.237342,-0.0755269,-0.9135
1064,0.34875,0.742321,-0.3317,0.58218,0.269416,-0.0390478,-0.908934
1065,0.401192,-0.722964,0.376176,-0.579496,0.248461,-0.0485223,-0.919372
1066,0.302467,-0.783581,0.296524,-0.545962,0.257513,-0.0197309,-0.920692
1067,0.31463,-0.677943,0.298046,-0.671983,0.299816,-0.0485263,-0.883417
1068,0.351065,0.505419,-0.283545,0.814957,0.338099,-0.0919949,-0.820122
1069,0.387214,-0.48868,0.307049,-0.816647,0.319112,-0.0997291,-0.832112
1070,0.312597,-0.558778,0.277163,-0.781632,0.333799,-0.0755149,-0.838393
1071,0.291655,-0.440121,0.233251,-0.867114,0.358424,-0.0996898,-0.787704
1072,-0.283264,0.219912,-0.0680889,0.973141,0.355677,-0.146584,-0.67229
1073,-0.175637,-0.245936,0.103479,-0.963747,0.347502,-0.143699,-0.705427
1074,-0.279251,-0.215455,0.0672641,-0.974194,0.370148,-0.14358,-0.658746
1075,-0.280049,-0.202736,0.0240155,-0.978939,0.34685,-0.150529,-0.652308
1076,0.271423,0.287905,-0.145685,0.946513,0.369037,-0.131192,-0.713207
1077,0.286212,-0.284155,0.151072,-0.946801,0.352874,-0.136002,-0.726331
1078,0.249071,-0.33108,0.169324,-0.928286,0.373184,-0.120076,-0.733712
1079,0.185646,-0.244234,0.0972266,-0.96483,0.378135,-0.135885,-0.678759
1080,-0.0427746,-0.976345,-0.127409,0.174691,0.362579,-0.150371,-0.606325
1081,0.0357988,0.922773,0.348251,-0.164957,0.373896,-0.146425,-0.624987
1082,-0.029875,0.978614,0.126778,-0.161994,0.361438,-0.151274,-0.574144
