face,alpha_mod,dirx,diry,dirz,cx,cy,cz
0,0,0.0578968,-0.315676,0.947099,0.997376,0.00870199,-0.0522613
1,0.193627,-0.0138027,-0.126425,-0.99188,0.992839,0.0432113,-0.0520826
2,1.23975,-0.27833,0.750455,-0.599458,0.985546,0.0682786,-0.0517293
3,1.53355,-0.426575,0.837828,-0.340702,0.975049,0.0921786,-0.0512066
4,1.31759,-0.484146,0.693268,-0.533837,0.961529,0.114501,-0.050524
5,0.095471,0.119524,-0.180043,-0.97637,0.945219,0.134865,-0.0496933
6,1.11443,-0.55159,0.459672,-0.696024,0.926393,0.152921,-0.048728
7,1.56371,-0.791829,0.520721,-0.31915,0.905378,0.168359,-0.0476446
8,1.33695,-0.765223,0.367141,-0.528811,0.882531,0.180919,-0.046462
9,1.36696,-0.816984,0.2705,-0.509281,0.858245,0.190381,-0.0452
10,1.29786,-0.803516,0.155338,-0.574659,0.832933,0.196587,-0.0438813
11,1.2256,-0.766742,0.0486357,-0.640111,0.80703,0.199429,-0.042528
12,0.0919948,0.265088,0.019868,-0.964019,0.780978,0.198859,-0.0411626
13,0.139927,0.225879,0.0525354,-0.972738,0.755224,0.194885,-0.0398087
14,0.407535,-0.0228319,0.00559278,-0.999724,0.730208,0.187579,-0.0384893
15,1.53607,0.80889,0.407183,-0.424145,0.714179,0.180919,-0.037228
16,0.10886,0.241,0.186039,-0.952527,0.684082,0.163515,-0.0360453
17,0.21119,0.148538,0.163856,-0.975237,0.66376,0.147171,-0.034962
18,1.37546,0.622423,0.723186,-0.299319,0.651492,0.134865,-0.0339967
19,1.49647,-0.491491,-0.705485,-0.510615,0.630336,0.107251,-0.0331653
20,1.47049,-0.388233,-0.744045,-0.543757,0.617804,0.0843573,-0.0324827
21,0.0883679,0.0921722,0.378182,-0.921131,0.608362,0.0600213,-0.03196
22,0.331014,-0.00519058,0.168712,-0.985652,0.60217,0.0346586,-0.0316067
23,1.07632,0.0648404,0.997792,-0.0143862,0.599906,0.017404,-0.0314287
24,0.84488,-0.0153611,-0.331432,-0.943354,0.599906,-0.017404,-0.0314287
25,0.301892,-0.113314,0.707529,0.697541,0.60217,-0.0346586,-0.0316067
26,0.552941,-0.259306,0.82244,0.506313,0.608362,-0.0600213,-0.03196
27,0.352583,-0.304258,0.670923,0.676232,0.617804,-0.0843573,-0.0324827
28,0.31047,-0.36824,0.593219,0.715884,0.630336,-0.107251,-0.0331653
29,0.457515,-0.0498232,0.0120747,-0.998685,0.651492,-0.134865,-0.0339967
30,0.0388149,-0.326319,0.316841,0.890577,0.66376,-0.147171,-0.034962
31,0.262648,-0.513483,0.363492,0.777309,0.684082,-0.163515,-0.0360453
32,1.56257,0.791508,-0.399356,-0.462634,0.714179,-0.180919,-0.037228
33,0.250329,-0.203008,0.0558653,-0.977582,0.738465,-0.190381,-0.0384893
34,0.332224,-0.635238,0.132314,0.760898,0.755224,-0.194885,-0.0398087
35,0.285178,-0.600754,0.0414533,0.798359,0.780978,-0.198859,-0.0411626
36,0.736197,-0.882632,-0.0590869,0.466337,0.80703,-0.199429,-0.042528
37,0.680647,-0.834907,-0.170169,0.523423,0.832933,-0.196587,-0.0438813
38,0.679609,-0.79983,-0.278561,0.531672,0.858245,-0.190381,-0.0452
39,0.697475,-0.760639,-0.385251,0.522504,0.882531,-0.180919,-0.046462
40,0.414657,-0.547003,-0.385019,0.743336,0.905378,-0.168359,-0.0476446
41,0.893362,-0.696654,-0.623104,0.355548,0.926393,-0.152921,-0.048728
42,0.354515,-0.389815,-0.479742,0.786061,0.945219,-0.134865,-0.0496933
43,0.794864,-0.484194,-0.7511,0.448781,0.961529,-0.114501,-0.050524
44,0.924824,-0.407274,-0.852036,0.328881,0.975049,-0.0921786,-0.0512066
45,0.783491,-0.26978,-0.847552,0.457027,0.985546,-0.0682786,-0.0517293
46,0.305776,-0.0828153,-0.57678,0.812691,0.992839,-0.0432113,-0.0520826
47,0.308524,0.0401118,0.0133295,0.999106,0.997833,-0.017404,-0.026108
48,0.0422313,0.132955,-0.355354,0.925228,0.990201,0.00870199,-0.130354
49,0.246973,-0.10252,-0.0743732,-0.991947,0.985693,0.0432113,-0.12982
50,1.49255,0.280655,-0.918332,-0.279106,0.981244,0.0600213,-0.129115
51,0.628136,-0.242029,0.265211,-0.933319,0.968026,0.0921786,-0.127551
52,0.322805,0.429074,-0.506534,0.747876,0.959431,0.107251,-0.126189
53,0.483699,-0.211809,0.10979,-0.971125,0.938406,0.134865,-0.123701
54,0.0268728,0.379634,-0.238645,0.893827,0.926251,0.147171,-0.121776
55,0.321848,-0.0938501,-0.0159166,-0.995459,0.898849,0.168359,-0.118533
56,0.0511491,0.46263,-0.176343,0.868836,0.883963,0.177061,-0.116175
57,0.830338,0.918551,-0.299538,0.257955,0.860284,0.187579,-0.113046
58,0.55832,0.853975,-0.157222,0.495991,0.835449,0.194885,-0.109769
59,0.405655,0.789279,-0.0467191,0.612254,0.80988,0.198859,-0.106399
60,0.156394,0.125183,0.0158111,-0.992008,0.775341,0.198859,-0.102311
61,0.0784347,0.20817,0.0639941,-0.975997,0.749773,0.194885,-0.0989399
62,1.4791,-0.875652,-0.279648,-0.39374,0.724937,0.187579,-0.0956619
63,1.38608,-0.792071,-0.359631,-0.493243,0.701259,0.177061,-0.0925333
64,0.0149844,0.241426,0.234316,-0.941706,0.679145,0.163515,-0.0896066
65,1.44058,-0.684844,-0.54717,-0.481242,0.658972,0.147171,-0.0869326
66,1.30085,-0.561289,-0.553639,-0.615173,0.641085,0.128309,-0.0845559
67,1.39301,-0.507323,-0.656229,-0.558558,0.625791,0.107251,-0.0825186
68,1.50441,-0.434484,-0.76059,-0.482418,0.613352,0.0843573,-0.0808546
69,0.0139583,0.0448203,0.441679,-0.896053,0.603979,0.0600213,-0.0795926
70,0.141915,-0.0413548,0.34733,-0.936831,0.597834,0.0346586,-0.0787546
71,1.40602,0.021862,0.940218,-0.33987,0.59559,0.017404,-0.0783993
72,0.278492,-0.129153,0.225379,-0.965673,0.59559,-0.017404,-0.0783993
73,0.136562,-0.179204,0.35223,-0.918597,0.59953,-0.0432113,-0.078888
74,0.469081,-0.127087,0.0284984,-0.991482,0.606774,-0.0682786,-0.0798126
75,0.0209264,-0.113148,0.440489,0.890599,0.613352,-0.0843573,-0.0808546
76,0.413404,-0.357655,0.649968,0.67054,0.625791,-0.107251,-0.0825186
77,0.570551,-0.506685,0.650196,0.566141,0.641085,-0.128309,-0.0845559
78,0.512953,-0.551959,0.546011,0.630249,0.658972,-0.147171,-0.0869326
79,0.384498,-0.532838,0.411919,0.739193,0.679145,-0.163515,-0.0896066
80,0.490316,-0.642268,0.354249,0.679706,0.701259,-0.177061,-0.0925333
81,0.474516,-0.663119,0.251814,0.704885,0.724937,-0.187579,-0.0956619
82,0.453154,-0.0777283,-0.00796026,-0.996943,0.758299,-0.196587,-0.0996113
83,0.00193737,-0.279711,0.0256338,0.959742,0.775341,-0.198859,-0.102311
84,1.56517,0.869756,0.0604652,-0.489764,0.80988,-0.198859,-0.106399
85,1.44414,0.795835,0.170929,-0.580887,0.835449,-0.194885,-0.109769
86,1.46492,0.783183,0.286215,-0.552001,0.860284,-0.187579,-0.113046
87,0.269574,-0.196313,-0.039383,-0.97975,0.883963,-0.177061,-0.116175
88,0.053572,-0.21648,-0.21854,0.951513,0.898849,-0.168359,-0.118533
89,0.442897,-0.0427619,0.0655604,-0.996932,0.926251,-0.147171,-0.121776
90,1.55152,-0.658396,-0.714434,-0.236852,0.938406,-0.134865,-0.123701
91,1.52576,0.469427,0.773209,-0.426364,0.959431,-0.107251,-0.126189
92,1.43393,0.339658,0.801837,-0.49162,0.971871,-0.0843573,-0.127853
93,0.556273,-0.041257,0.217141,-0.975268,0.981244,-0.0600213,-0.129115
94,0.286148,-0.0143306,-0.561092,0.827629,0.985693,-0.0432113,-0.12982
95,0.518888,-0.102576,0.195322,-0.97536,0.990201,-0.00870199,-0.130354
96,0.326703,0.194195,-0.602763,0.773928,0.976921,0.00870199,-0.207642
97,0.693476,0.265249,-0.83389,0.484014,0.974149,0.0346586,-0.207023
98,0.404201,0.355404,-0.630897,0.689679,0.968089,0.0600213,-0.205705
99,0.0281247,-0.0583399,-0.264977,-0.962488,0.955035,0.0921786,-0.203109
100,1.54686,-0.57848,0.779498,-0.2403,0.941788,0.114501,-0.200319
101,0.241198,-0.132251,-0.0720874,-0.988591,0.925807,0.134865,-0.196946
102,1.47246,0.667842,-0.63991,-0.380135,0.913841,0.147171,-0.194073
103,0.653445,0.79256,-0.468902,0.389845,0.893939,0.163515,-0.189825
104,0.197107,0.629741,-0.233515,0.740876,0.872123,0.177061,-0.185172
105,0.64712,-0.443585,0.0886856,-0.891833,0.840607,0.190381,-0.178903
106,0.297666,0.753687,-0.122077,0.645796,0.824261,0.194885,-0.174979
107,0.42786,0.846815,-0.047727,0.529743,0.799036,0.198859,-0.169613
108,0.604749,0.93074,0.0552838,0.361479,0.773519,0.199429,-0.164189
109,0.387987,0.826144,0.140107,0.545762,0.748146,0.196587,-0.158799
110,0.742399,0.930693,0.295796,0.215211,0.723353,0.190381,-0.153537
111,0.397288,0.782834,0.328069,0.528717,0.699563,0.180919,-0.148492
112,0.407473,0.744238,0.420377,0.51903,0.677183,0.168359,-0.14375
113,0.812544,0.762027,0.630909,0.145839,0.656596,0.152921,-0.139393
114,0.38874,0.617745,0.571116,0.540571,0.638154,0.134865,-0.135494
115,0.275172,0.516335,0.572271,0.637105,0.622173,0.114501,-0.132121
116,0.193301,0.425474,0.567987,0.70453,0.608926,0.0921786,-0.129332
117,0.582951,0.369799,0.83615,0.405095,0.598641,0.0682786,-0.127174
118,1.55801,0.0765774,0.864901,-0.496068,0.591492,0.0432113,-0.125683
119,0.198083,-0.166426,0.302724,-0.938435,0.58704,0.00870199,-0.124798
120,1.56118,-0.0404998,-0.867985,-0.494937,0.587604,-0.017404,-0.124887
121,0.397895,-0.214229,0.103759,-0.971257,0.591492,-0.0432113,-0.125683
122,1.4629,0.147508,-0.77778,-0.610983,0.598641,-0.0682786,-0.127174
123,0.157484,-0.326723,0.294812,-0.897963,0.608926,-0.0921786,-0.129332
124,0.0974008,-0.385923,0.313353,-0.867683,0.622173,-0.114501,-0.132121
125,0.0136686,-0.461699,0.333827,-0.821823,0.638154,-0.134865,-0.135494
126,1.51256,0.542539,-0.572253,-0.614962,0.656596,-0.152921,-0.139393
127,1.50308,0.611849,-0.482962,-0.62641,0.677183,-0.168359,-0.14375
128,0.0520858,-0.511466,0.166431,-0.843032,0.699563,-0.180919,-0.148492
129,1.48195,0.712922,-0.28011,-0.642869,0.723353,-0.190381,-0.153537
130,0.259894,-0.33893,0.0296572,-0.940344,0.748146,-0.196587,-0.158799
131,1.39562,0.714923,-0.0549443,-0.697041,0.773519,-0.199429,-0.164189
132,1.52783,0.807311,0.0594841,-0.587121,0.799036,-0.198859,-0.169613
133,1.45112,0.752226,0.171574,-0.636175,0.824261,-0.194885,-0.174979
134,1.40857,0.702665,0.2775,-0.655176,0.848763,-0.187579,-0.180195
135,0.179055,-0.349068,-0.0790599,-0.933757,0.872123,-0.177061,-0.185172
136,1.39057,0.604416,0.479375,-0.636302,0.893939,-0.163515,-0.189825
137,0.603133,0.000830038,0.169456,-0.985537,0.913841,-0.147171,-0.194073
138,0.278338,-0.213912,-0.434265,0.875018,0.925807,-0.134865,-0.196946
139,0.555641,-0.299297,-0.645054,0.703084,0.941788,-0.114501,-0.200319
140,0.674811,-0.260469,-0.756179,0.600292,0.955035,-0.0921786,-0.203109
141,0.237311,-0.22191,-0.0828549,-0.971541,0.968089,-0.0600213,-0.205705
142,1.4737,0.0950179,0.89558,-0.434635,0.974149,-0.0346586,-0.207023
143,0.262726,-0.198531,-0.0589891,-0.978318,0.976921,-0.00870199,-0.207642
144,1.39484,-0.184831,0.876745,-0.444023,0.957063,0.017404,-0.283516
145,0.494853,-0.299537,0.167844,-0.939205,0.953249,0.0432113,-0.282418
146,0.0773476,0.370817,-0.370754,0.851491,0.948965,0.0600213,-0.281026
147,0.767435,0.502508,-0.797542,0.333785,0.939905,0.0843573,-0.278313
148,0.513084,0.579911,-0.622159,0.525948,0.927879,0.107251,-0.274724
149,0.963225,0.683768,-0.724772,0.0846616,0.913091,0.128309,-0.27032
150,0.279995,0.642673,-0.385033,0.662361,0.895797,0.147171,-0.265174
151,0.424664,-0.329969,0.0412085,-0.943092,0.86924,0.168359,-0.257684
152,1.39177,0.800687,-0.435456,-0.411435,0.854906,0.177061,-0.253026
153,0.172829,-0.089784,-0.062296,-0.994011,0.82398,0.190381,-0.244304
154,1.16246,-0.859051,0.137946,-0.492953,0.799675,0.196587,-0.237113
155,1.22442,-0.894464,0.0485861,-0.444492,0.774804,0.199429,-0.22975
156,0.380199,-0.252143,0.00131194,-0.967689,0.749791,0.198859,-0.222341
157,1.34397,0.877659,0.191898,-0.439192,0.733381,0.196587,-0.217009
158,0.123901,0.0109637,0.0953556,-0.995383,0.701047,0.187579,-0.20789
159,1.26805,0.818715,0.438597,-0.370591,0.685756,0.180919,-0.202921
160,0.33327,0.756936,0.392262,0.522665,0.663817,0.168359,-0.196438
161,0.591071,-0.362127,-0.0847528,-0.928268,0.63726,0.147171,-0.188948
162,0.0705743,0.560606,0.389351,0.73084,0.625556,0.134865,-0.185145
163,0.290687,0.567756,0.581582,0.582595,0.609889,0.114501,-0.180529
164,0.0155694,0.44409,0.436294,0.78258,0.596902,0.0921786,-0.176709
165,0.308092,-0.207772,0.17985,-0.961501,0.584092,0.0600213,-0.173096
166,1.23203,0.140459,0.967477,-0.210378,0.579808,0.0432113,-0.171705
167,0.318258,-0.254894,0.186547,-0.948804,0.575439,0.00870199,-0.170473
168,0.21526,0.16222,0.659152,0.734305,0.575439,-0.00870199,-0.170473
169,0.882522,-0.182834,-0.36257,-0.913846,0.579808,-0.0432113,-0.171705
170,0.201023,0.00837876,0.610224,0.792184,0.584092,-0.0600213,-0.173096
171,0.428355,-0.298089,0.0574027,-0.95281,0.596902,-0.0921786,-0.176709
172,0.0679921,-0.46416,0.335872,-0.819601,0.609889,-0.114501,-0.180529
173,0.0244112,-0.519934,0.326567,-0.789317,0.625556,-0.134865,-0.185145
174,1.55344,0.516531,-0.5852,-0.625089,0.643635,-0.152921,-0.190479
175,0.00832795,-0.587479,0.237669,-0.773552,0.663817,-0.168359,-0.196438
176,0.833308,0.082205,-0.170617,-0.981902,0.685756,-0.180919,-0.202921
177,0.457301,-0.531197,0.248325,0.81004,0.701047,-0.187579,-0.20789
178,0.79895,0.104486,-0.0736151,-0.991798,0.733381,-0.196587,-0.217009
179,0.13072,-0.252232,0.0331606,0.967098,0.749791,-0.198859,-0.222341
180,0.843809,-0.815839,-0.0617812,0.57497,0.774804,-0.199429,-0.22975
181,0.888816,-0.819299,-0.186269,0.542266,0.799675,-0.196587,-0.237113
182,0.456726,-0.484792,-0.236136,0.84215,0.82398,-0.190381,-0.244304
183,0.760465,0.0877266,0.173078,-0.980993,0.854906,-0.177061,-0.253026
184,0.112153,-0.114178,-0.248091,0.961984,0.86924,-0.168359,-0.257684
185,0.291584,-0.3085,-0.034114,-0.950612,0.895797,-0.147171,-0.265174
186,1.18256,0.294506,0.562717,-0.772409,0.913091,-0.128309,-0.27032
187,0.107024,-0.383864,-0.185585,-0.904548,0.927879,-0.107251,-0.274724
188,1.44923,0.265217,0.807856,-0.526335,0.939905,-0.0843573,-0.278313
189,0.623501,-0.168472,0.278572,-0.945524,0.948965,-0.0600213,-0.281026
190,0.144743,0.157721,-0.442118,0.882981,0.953249,-0.0432113,-0.282418
191,0.779402,0.066765,-0.889885,0.451272,0.957063,-0.017404,-0.283516
192,0.0133718,0.347,-0.328303,0.878526,0.932411,0.00870199,-0.357909
193,0.718865,-0.389888,0.378308,-0.839565,0.928153,0.0432113,-0.356338
194,0.279928,0.456101,-0.538496,0.708516,0.923991,0.0600213,-0.354615
195,0.204075,-0.292193,-0.11087,-0.949911,0.911503,0.0921786,-0.350008
196,1.27969,0.506349,-0.830968,-0.230441,0.903463,0.107251,-0.346678
197,0.499227,-0.44132,0.121326,-0.88911,0.883599,0.134865,-0.33935
198,0.172158,0.648744,-0.325157,0.688043,0.87223,0.147171,-0.33464
199,0.334061,-0.333272,-0.00912759,-0.942786,0.846343,0.168359,-0.32509
200,1.48085,0.719211,-0.4267,-0.548328,0.832419,0.177061,-0.319322
201,0.355224,-0.334964,-0.00402713,-0.942222,0.802272,0.190381,-0.3082
202,0.02781,0.681105,-0.0770376,0.728122,0.786741,0.194885,-0.301767
203,0.270787,0.847113,-0.0401244,0.529897,0.762665,0.198859,-0.29252
204,0.535658,-0.469348,-0.00884246,-0.882969,0.730035,0.198859,-0.280482
205,0.0122375,0.694444,0.0804323,0.715037,0.714094,0.196587,-0.27388
206,1.37182,0.788227,0.313437,-0.529581,0.690429,0.190381,-0.264804
207,0.14355,0.751144,0.242982,0.613793,0.66772,0.180919,-0.256099
208,0.0320219,0.000371517,0.225699,-0.974197,0.639462,0.163515,-0.245674
209,1.4386,-0.778032,-0.546465,-0.309908,0.620471,0.147171,-0.238364
210,1.24927,-0.680042,-0.526641,-0.51009,0.603633,0.128309,-0.231879
211,0.0608091,-0.101811,0.341323,-0.934416,0.589238,0.107251,-0.226327
212,1.25962,0.345573,0.882299,-0.319575,0.581198,0.0921786,-0.222997
213,0.215052,0.45891,0.620318,0.636088,0.571376,0.0682786,-0.219256
214,0.189223,0.383144,0.626671,0.67859,0.564549,0.0432113,-0.216666
215,0.140855,0.313104,0.601645,0.734839,0.560832,0.017404,-0.215271
216,0.408345,-0.350488,0.0976066,-0.931467,0.560832,-0.017404,-0.215271
217,0.342464,-0.371029,0.15764,-0.915143,0.564549,-0.0432113,-0.216666
218,0.341277,-0.389189,0.1489,-0.909044,0.571376,-0.0682786,-0.219256
219,0.918269,-0.143853,-0.370567,-0.917598,0.581198,-0.0921786,-0.222997
220,0.480328,-0.230615,0.683215,0.692845,0.589238,-0.107251,-0.226327
221,0.800051,-0.489865,0.719139,0.492821,0.603633,-0.128309,-0.231879
222,0.766581,-0.54825,0.621412,0.559705,0.620471,-0.147171,-0.238364
223,0.650347,-0.538373,0.495512,0.681633,0.639462,-0.163515,-0.245674
224,0.44177,-0.342595,-0.00185194,-0.939481,0.66772,-0.180919,-0.256099
225,0.827183,0.029299,-0.125916,-0.991608,0.690429,-0.190381,-0.264804
226,0.535916,-0.230088,-0.0240597,-0.972872,0.714094,-0.196587,-0.27388
227,0.00433213,-0.0503148,0.0257779,0.998401,0.730035,-0.198859,-0.280482
228,0.287589,-0.438791,-0.00660746,-0.898565,0.762665,-0.198859,-0.29252
229,0.554406,-0.17908,0.0342993,-0.983236,0.786741,-0.194885,-0.301767
230,0.243627,-0.226481,-0.184614,0.95636,0.802272,-0.190381,-0.3082
231,0.705488,-0.0395481,0.15044,-0.987828,0.832419,-0.177061,-0.319322
232,0.279369,-0.179666,-0.327418,0.927641,0.846343,-0.168359,-0.32509
233,0.409686,-0.298588,0.0437407,-0.953379,0.87223,-0.147171,-0.33464
234,0.0779095,0.0673553,-0.303319,0.950505,0.883599,-0.134865,-0.33935
235,0.814184,-0.0651082,0.385604,-0.920364,0.903463,-0.107251,-0.346678
236,0.279939,0.047236,-0.512347,0.857479,0.911503,-0.0921786,-0.350008
237,0.705165,-0.209536,0.351475,-0.912447,0.923991,-0.0600213,-0.354615
238,1.5022,-0.264096,-0.949271,-0.170699,0.928153,-0.0432113,-0.356338
239,0.545453,-0.323894,0.221242,-0.919861,0.932411,-0.00870199,-0.357909
240,1.49888,-0.0460914,-0.966852,-0.251142,0.901455,0.00870199,-0.429962
241,0.251064,-0.404891,-0.070381,-0.911652,0.897333,0.0432113,-0.428062
242,1.54643,-0.41734,0.889836,-0.184446,0.890729,0.0682786,-0.424944
243,1.42964,-0.547339,0.800082,-0.24554,0.881232,0.0921786,-0.420445
244,1.02943,0.580244,-0.813523,-0.0387092,0.873479,0.107251,-0.416494
245,0.00063522,-0.197512,-0.248379,-0.948313,0.854251,0.134865,-0.40763
246,1.38404,-0.800563,0.569101,-0.187679,0.837229,0.152921,-0.399534
247,0.986107,-0.785075,0.329995,-0.524176,0.818228,0.168359,-0.390491
248,1.35867,-0.911455,0.37244,-0.174754,0.797573,0.180919,-0.380656
249,1.27902,-0.936088,0.25417,-0.243179,0.775618,0.190381,-0.370196
250,0.789378,-0.740016,0.0781008,-0.66804,0.752737,0.196587,-0.35929
251,1.47358,-0.996825,0.0579157,-0.0546431,0.729324,0.199429,-0.348127
252,1.43236,-0.99264,-0.0562162,-0.107263,0.705779,0.198859,-0.336896
253,1.35173,-0.966062,-0.157597,-0.204664,0.682503,0.194885,-0.32579
254,0.6975,0.956387,0.289818,0.0364667,0.667524,0.190381,-0.318158
255,1.40119,-0.907661,-0.363486,-0.209832,0.638343,0.177061,-0.304706
256,1.38162,-0.855613,-0.446101,-0.262528,0.618216,0.163515,-0.295088
257,1.30383,-0.787956,-0.491854,-0.370412,0.599856,0.147171,-0.286311
258,0.966677,-0.65211,-0.356015,-0.669332,0.583579,0.128309,-0.278524
259,1.27052,-0.652698,-0.588918,-0.476614,0.569663,0.107251,-0.27186
260,1.11788,-0.574425,-0.5252,-0.627854,0.558346,0.0843573,-0.266434
261,1.17019,-0.50927,-0.588838,-0.627626,0.549822,0.0600213,-0.262337
262,0.955108,-0.453947,-0.427705,-0.781665,0.544237,0.0346586,-0.259641
263,0.186612,-0.378801,0.313599,-0.870727,0.541686,0.00870199,-0.258392
264,0.45744,0.190083,0.819576,0.540522,0.541686,-0.00870199,-0.258392
265,1.2469,-0.249125,0.96497,-0.0822736,0.544237,-0.0346586,-0.259641
266,0.954269,-0.240674,0.940494,0.239891,0.549822,-0.0600213,-0.262337
267,1.42676,-0.520215,0.843131,-0.136039,0.558346,-0.0843573,-0.266434
268,0.918405,-0.42681,0.819867,0.381644,0.569663,-0.107251,-0.27186
269,1.21401,-0.643212,0.746979,0.16823,0.583579,-0.128309,-0.278524
270,0.916335,-0.590029,0.647442,0.482374,0.599856,-0.147171,-0.286311
271,0.885866,-0.636786,0.540619,0.549759,0.618216,-0.163515,-0.295088
272,0.853604,-0.667181,0.425411,0.61147,0.638343,-0.177061,-0.304706
273,1.45647,0.522907,-0.275972,-0.806478,0.667524,-0.190381,-0.318158
274,0.779891,-0.672905,0.181423,0.717136,0.682503,-0.194885,-0.32579
275,0.697223,-0.615706,0.0582891,0.785817,0.705779,-0.198859,-0.336896
276,0.665936,-0.581449,-0.0569592,0.811587,0.729324,-0.199429,-0.348127
277,1.38396,-0.95394,-0.191681,0.230774,0.752737,-0.196587,-0.35929
278,0.920228,-0.708898,-0.308844,0.634097,0.775618,-0.190381,-0.370196
279,0.82824,-0.598271,-0.410382,0.688228,0.797573,-0.180919,-0.380656
280,1.19622,-0.744618,-0.555695,0.369794,0.818228,-0.168359,-0.390491
281,0.807152,-0.452308,-0.602207,0.657848,0.837229,-0.152921,-0.399534
282,0.576346,-0.218059,-0.595412,0.773263,0.854251,-0.134865,-0.40763
283,1.07798,0.0347191,0.564406,-0.824767,0.873479,-0.107251,-0.416494
284,0.571123,-0.0536948,-0.702157,0.709995,0.881232,-0.0921786,-0.420445
285,0.334973,-0.415719,0.0095308,-0.909443,0.893319,-0.0600213,-0.426017
286,1.39242,-0.235514,-0.970584,-0.0499935,0.897333,-0.0432113,-0.428062
287,0.626344,-0.381636,0.299144,-0.874567,0.901455,-0.00870199,-0.429962
288,0.168461,0.457885,-0.469921,0.754663,0.864942,0.00870199,-0.499364
289,0.293562,-0.483412,-0.028754,-0.874921,0.860981,0.0432113,-0.497146
290,0.137881,-0.427986,-0.176096,-0.886464,0.854643,0.0682786,-0.49352
291,0.303413,0.622062,-0.529493,0.576781,0.848965,0.0843573,-0.49004
292,1.53116,0.323067,-0.796335,-0.51135,0.838108,0.107251,-0.483742
293,1.43952,-0.733651,0.671105,-0.106647,0.819635,0.134865,-0.473397
294,0.0453058,-0.274529,-0.193673,-0.941873,0.803301,0.152921,-0.46399
295,1.36121,0.649489,-0.550325,-0.524697,0.791529,0.163515,-0.456776
296,1.37597,-0.922423,0.376512,-0.0858764,0.765248,0.180919,-0.442058
297,1.40597,-0.959817,0.277088,-0.044425,0.744181,0.190381,-0.429908
298,1.06758,0.910105,-0.193701,-0.366319,0.729848,0.194885,-0.421125
299,0.0643785,-0.185779,-0.0208663,-0.98237,0.699762,0.199429,-0.404276
300,1.2418,-0.974783,-0.0488372,-0.217744,0.67717,0.198859,-0.391233
301,1.32034,-0.975188,-0.153893,-0.159141,0.654838,0.194885,-0.378334
302,0.801775,0.942549,0.302765,-0.141193,0.640504,0.190381,-0.36955
303,1.25373,-0.904696,-0.322425,-0.278508,0.612468,0.177061,-0.35385
304,1.27814,-0.864721,-0.409426,-0.290908,0.593157,0.163515,-0.342683
305,1.49774,-0.813289,-0.567347,-0.129145,0.575542,0.147171,-0.332492
306,0.997741,0.620674,0.748417,-0.233743,0.56505,0.134865,-0.326062
307,1.24762,-0.688011,-0.575278,-0.442376,0.546577,0.107251,-0.315718
308,1.19195,-0.622173,-0.577577,-0.528494,0.53572,0.0843573,-0.30942
309,1.46532,-0.508349,-0.779104,-0.366849,0.527544,0.0600213,-0.304667
310,0.936359,0.232224,0.972474,0.0191435,0.523704,0.0432113,-0.302313
311,0.0205216,-0.405459,0.465918,-0.786463,0.519744,0.00870199,-0.300095
312,0.556536,0.187831,0.871881,0.452264,0.519744,-0.00870199,-0.300095
313,1.20238,-0.264838,-0.630728,-0.729413,0.523704,-0.0432113,-0.302313
314,0.608722,-0.0325732,0.847337,0.530056,0.527544,-0.0600213,-0.304667
315,1.24575,-0.092575,-0.613641,-0.784139,0.539157,-0.0921786,-0.311171
316,0.641519,-0.226631,0.750457,0.620848,0.546577,-0.107251,-0.315718
317,1.16457,-0.0100891,-0.479358,-0.877562,0.56505,-0.134865,-0.326062
318,0.689499,-0.400194,0.602528,0.690511,0.575542,-0.147171,-0.332492
319,0.948128,-0.630627,0.547599,0.549949,0.593157,-0.163515,-0.342683
320,0.985196,-0.701784,0.437755,0.562023,0.612468,-0.177061,-0.35385
321,1.37483,0.387696,-0.261598,-0.883888,0.640504,-0.190381,-0.36955
322,0.858937,-0.673458,0.186544,0.715301,0.654838,-0.194885,-0.378334
323,0.944102,-0.738672,0.0638186,0.671037,0.67717,-0.198859,-0.391233
324,0.535034,-0.400006,-0.0522519,0.915022,0.699762,-0.199429,-0.404276
325,1.11362,0.212139,0.13104,-0.968414,0.729848,-0.194885,-0.421125
326,0.774858,-0.548658,-0.292594,0.783175,0.744181,-0.190381,-0.429908
327,0.803043,-0.523453,-0.406071,0.749068,0.765248,-0.180919,-0.442058
328,0.786321,-0.136751,0.234648,-0.962413,0.791529,-0.163515,-0.456776
329,0.58484,-0.23213,-0.528026,0.816887,0.803301,-0.152921,-0.46399
330,0.799231,-0.315958,-0.682288,0.659282,0.819635,-0.134865,-0.473397
331,0.554274,-0.369838,0.183269,-0.910842,0.838108,-0.107251,-0.483742
332,0.266827,-0.511289,-0.0548409,-0.857658,0.848965,-0.0843573,-0.49004
333,0.509747,0.120374,-0.701798,0.702132,0.854643,-0.0682786,-0.49352
334,0.16002,0.353754,-0.455444,0.816964,0.860981,-0.0432113,-0.497146
335,0.643136,-0.445624,0.315084,-0.837938,0.864942,-0.00870199,-0.499364
336,0.228056,-0.548044,-0.0934762,-0.83121,0.822609,0.017404,-0.56539
337,0.549636,-0.577784,0.220509,-0.785838,0.819321,0.0432113,-0.563166
338,0.232273,0.612794,-0.500775,0.611316,0.815677,0.0600213,-0.560518
339,0.177482,-0.494184,-0.134501,-0.85889,0.804611,0.0921786,-0.553123
