face,alpha_mod,dirx,diry,dirz,cx,cy,cz
2122,0.114043,0.0942456,-0.0508998,0.994247,-0.778607,0.196587,0.299124
2123,1.33805,-0.871084,-0.0646963,0.486854,-0.762665,0.198859,0.29252
2124,1.19293,-0.9282,0.0654743,0.366276,-0.738311,0.199429,0.283172
2125,1.18627,0.890653,-0.136458,0.433724,-0.70596,0.194885,0.271237
2126,0.685549,-0.949641,0.288126,-0.123147,-0.690429,0.190381,0.264804
2127,1.08115,0.781696,-0.265596,0.564279,-0.660282,0.177061,0.253682
2128,0.319557,-0.791295,0.386833,-0.473511,-0.646358,0.168359,0.247914
2129,0.43102,0.323936,0.0205831,0.945855,-0.620471,0.147171,0.238364
2130,0.573472,0.40604,-0.0750149,0.910771,-0.603633,0.128309,0.231878
2131,1.47479,-0.351442,0.769935,0.532624,-0.593845,0.114501,0.227824
2132,0.725057,-0.508885,0.841567,-0.181111,-0.581198,0.0921786,0.222996
2133,0.506217,-0.439876,0.799627,-0.408786,-0.571376,0.0682786,0.219256
2134,0.26187,-0.376296,0.679781,-0.629523,-0.564549,0.0432113,0.216666
2135,0.881702,0.344477,-0.365851,0.864574,-0.56029,0.00870199,0.215094
2136,1.40964,0.174767,0.939014,0.296158,-0.56029,-0.00870199,0.215094
2137,0.942354,0.235721,-0.416402,0.878092,-0.564549,-0.0432113,0.216666
2138,0.722189,0.270891,-0.209462,0.939544,-0.571376,-0.0682786,0.219256
2139,0.521163,0.334032,-0.025809,0.942208,-0.581198,-0.0921786,0.222996
2140,1.21321,-0.0891959,-0.554297,0.827526,-0.593845,-0.114501,0.227824
2141,0.663178,0.415425,0.682363,-0.601501,-0.603633,-0.128309,0.231878
2142,0.250719,0.19941,0.431429,-0.879832,-0.620471,-0.147171,0.238364
2143,0.431198,0.360825,0.010524,0.932574,-0.646358,-0.168359,0.247914
2144,1.20881,0.865021,0.441358,-0.238625,-0.660282,-0.177061,0.253682
2145,0.40797,0.361145,0.00545214,0.932494,-0.690429,-0.190381,0.264804
2146,1.48153,0.982419,0.185137,-0.0240123,-0.70596,-0.194885,0.271237
2147,1.50523,-0.680977,-0.0585135,0.729963,-0.738311,-0.199429,0.283172
2148,1.3118,-0.537801,0.0522292,0.841452,-0.762665,-0.198859,0.29252
2149,1.02474,0.849189,-0.192479,-0.491762,-0.778607,-0.196587,0.299124
2150,0.143415,0.535058,-0.0715471,0.84178,-0.810125,-0.187579,0.310752
2151,1.15878,-0.362456,0.317536,0.87624,-0.832419,-0.177061,0.319322
2152,0.770545,0.551854,-0.500574,-0.666996,-0.846343,-0.168359,0.32509
2153,1.22286,-0.322647,0.508195,0.798522,-0.87223,-0.147171,0.33464
2154,1.10324,0.568075,-0.745725,-0.348117,-0.883599,-0.134865,0.339349
2155,1.11896,0.475856,-0.82572,-0.302898,-0.898856,-0.114501,0.34518
2156,1.34556,-0.170952,0.763205,0.623132,-0.915171,-0.0843573,0.351198
2157,0.0203981,0.420566,-0.283944,0.861684,-0.923991,-0.0600213,0.354614
2158,1.5518,0.278095,-0.935873,0.216345,-0.928153,-0.0432113,0.356338
2159,0.994662,-0.0277277,-0.965782,-0.25787,-0.931869,-0.017404,0.357733
2160,0.626654,-0.292237,-0.810825,-0.50711,-0.901455,0.00870199,0.429962
2161,0.904869,0.447082,0.539134,0.713759,-0.897333,0.0432113,0.428062
2162,0.74776,-0.456287,-0.831931,-0.315741,-0.893319,0.0600213,0.426016
2163,0.988914,-0.493686,-0.868259,-0.0489897,-0.884795,0.0843573,0.42192
2164,1.09024,0.650712,0.571848,0.499564,-0.869003,0.114501,0.41464
2165,1.0188,-0.674004,-0.734806,0.0760222,-0.859563,0.128309,0.40983
2166,0.160135,-0.69602,-0.318237,-0.643647,-0.843286,0.147171,0.402042
2167,0.223325,-0.761405,-0.301741,-0.573772,-0.824927,0.163515,0.393266
2168,0.156845,-0.765695,-0.218184,-0.605068,-0.804799,0.177061,0.383648
2169,1.34666,-0.791118,-0.318309,0.522314,-0.783247,0.187579,0.373356
2170,0.736788,0.704886,0.0685971,0.705996,-0.752738,0.196587,0.35929
2171,1.42161,0.992726,0.0562439,0.10645,-0.729325,0.199429,0.348127
2172,1.02527,-0.957262,0.0647998,0.281869,-0.713818,0.199429,0.340226
2173,1.27587,-0.835474,0.193899,0.514186,-0.690405,0.196587,0.329062
2174,1.24123,-0.816139,0.320149,0.481063,-0.667524,0.190381,0.318158
2175,0.841356,0.70495,-0.173881,0.687612,-0.638343,0.177061,0.304705
2176,0.262464,-0.810343,0.36343,-0.459633,-0.624914,0.168359,0.297862
2177,0.608151,-0.799756,0.578716,-0.159617,-0.605913,0.152921,0.28882
2178,0.84015,-0.685286,0.727386,0.0359607,-0.588891,0.134865,0.280724
2179,0.147658,-0.635618,0.49089,-0.595833,-0.574139,0.114501,0.273714
2180,0.755572,0.508666,-0.233367,0.828734,-0.558346,0.0843573,0.266433
2181,1.49094,-0.0959857,0.864967,0.492563,-0.552412,0.0682786,0.26341
2182,0.472652,-0.381101,0.81266,-0.440846,-0.545809,0.0432113,0.260292
2183,0.396935,0.409686,0.108914,0.905701,-0.541686,0.00870199,0.258392
2184,1.54983,0.247805,0.882626,0.399454,-0.541686,-0.00870199,0.258392
2185,0.720927,0.370715,-0.21122,0.90441,-0.545809,-0.0432113,0.260292
2186,1.30704,0.0784563,-0.684515,0.724765,-0.552412,-0.0682786,0.26341
2187,0.460019,0.0843608,0.730899,-0.677252,-0.558346,-0.0843573,0.266433
2188,1.00104,0.1145,-0.411301,0.904279,-0.574139,-0.114501,0.273714
2189,0.440561,0.438201,0.0248194,0.898535,-0.588891,-0.134865,0.280724
2190,0.0816165,0.642277,0.245038,0.726248,-0.605913,-0.152921,0.28882
2191,0.363006,0.482762,0.0483581,0.874415,-0.624914,-0.168359,0.297862
2192,1.35226,0.885872,0.432009,-0.169111,-0.638343,-0.177061,0.304705
2193,1.46938,-0.533207,-0.278082,0.798975,-0.667524,-0.190381,0.318158
2194,1.37069,-0.488081,-0.159754,0.858053,-0.690405,-0.196587,0.329062
2195,0.144724,0.634091,0.0165517,0.773081,-0.713818,-0.199429,0.340226
2196,1.41908,0.979146,-0.0636602,-0.192924,-0.729325,-0.199429,0.348127
2197,0.369849,0.29858,-0.132748,-0.945107,-0.752738,-0.196587,0.35929
2198,1.41877,-0.53838,0.279142,0.795127,-0.783247,-0.187579,0.373356
2199,0.825042,0.00774872,0.199024,0.979964,-0.804799,-0.177061,0.383648
2200,0.546168,0.263888,0.108077,0.958479,-0.824927,-0.163515,0.393266
2201,0.645655,0.196445,0.196405,0.960643,-0.843286,-0.147171,0.402042
2202,1.30254,-0.253855,0.618394,0.743739,-0.859563,-0.128309,0.40983
2203,1.18089,0.479224,-0.830282,-0.284564,-0.869003,-0.114501,0.41464
2204,1.26489,-0.0754582,0.72275,0.686977,-0.884795,-0.0843573,0.42192
2205,1.47196,-0.0937449,0.863244,0.496005,-0.893319,-0.0600213,0.426016
2206,0.166066,-0.286449,-0.460684,-0.840069,-0.897333,-0.0432113,0.428062
2207,0.42788,0.410049,0.105578,0.905932,-0.901455,-0.00870199,0.429962
2208,0.532949,0.489715,0.209058,0.846448,-0.864434,0.017404,0.499105
2209,0.268918,0.478722,-0.0529042,0.876371,-0.860981,0.0432113,0.497146
2210,0.147709,0.431556,-0.166936,0.886505,-0.854643,0.0682786,0.49352
2211,1.34446,0.585104,0.76268,0.275632,-0.845528,0.0921786,0.488289
2212,0.957003,-0.601206,-0.79889,0.0180552,-0.838109,0.107251,0.483742
2213,1.24184,-0.570963,-0.75208,0.329207,-0.824759,0.128309,0.476008
2214,0.875034,0.753646,0.33443,0.56584,-0.803301,0.152921,0.46399
2215,0.082509,0.279129,-0.147186,0.948906,-0.785068,0.168359,0.453484
2216,1.31714,-0.72686,-0.440155,0.527198,-0.772217,0.177061,0.445609
2217,0.978387,0.874023,0.184412,0.449528,-0.744181,0.190381,0.429908
2218,0.538566,-0.97634,-0.154902,-0.150881,-0.729848,0.194885,0.421124
2219,0.971956,0.887362,0.0360718,0.459659,-0.699762,0.199429,0.404276
2220,0.232285,0.336231,0.0109467,0.941716,-0.67717,0.198859,0.391232
2221,0.691401,0.705407,-0.0537717,0.70676,-0.654837,0.194885,0.378334
2222,0.210918,0.30204,0.0682983,0.950845,-0.633146,0.187579,0.365802
2223,1.42625,0.922167,-0.369692,0.113733,-0.612468,0.177061,0.353849
2224,1.31858,0.869275,-0.424324,0.253594,-0.593157,0.163515,0.342683
2225,0.317714,0.38908,0.095,0.916292,-0.575543,0.147171,0.332492
2226,0.0518622,0.210452,0.307855,0.927866,-0.559927,0.128309,0.323452
2227,1.53512,-0.225022,0.749558,0.622518,-0.550894,0.114501,0.317917
2228,0.590606,0.524087,-0.0879696,0.847109,-0.53572,0.0843573,0.30942
2229,1.19178,-0.219681,0.940174,0.260409,-0.530042,0.0682786,0.30594
2230,0.509391,0.489545,-0.00539924,0.871961,-0.522188,0.0346586,0.301541
2231,1.30631,0.0616513,0.968828,0.239942,-0.520252,0.017404,0.300354
2232,0.594111,0.481735,-0.0874983,0.871938,-0.520252,-0.017404,0.300354
2233,0.561305,-0.087868,0.858101,-0.505907,-0.522188,-0.0346586,0.301541
2234,1.55966,-0.00589899,-0.82635,0.563127,-0.530042,-0.0682786,0.30594
2235,0.573049,0.100891,0.784878,-0.611382,-0.53572,-0.0843573,0.30942
2236,1.1594,0.078226,-0.520129,0.850498,-0.550894,-0.114501,0.317917
2237,0.852141,0.439242,0.72966,-0.524083,-0.559927,-0.128309,0.323452
2238,1.25173,0.718811,0.652824,-0.23902,-0.575543,-0.147171,0.332492
2239,0.76555,0.510121,0.521197,-0.684201,-0.593157,-0.163515,0.342683
2240,0.691368,0.49833,0.400091,-0.769152,-0.612468,-0.177061,0.353849
2241,0.359576,0.237808,0.227212,-0.944363,-0.633146,-0.187579,0.365802
2242,0.444901,0.327158,0.147616,-0.933369,-0.654837,-0.194885,0.378334
2243,0.870715,0.687437,0.0625688,-0.723544,-0.67717,-0.198859,0.391232
2244,0.23254,0.109345,-0.0381158,-0.993273,-0.699762,-0.199429,0.404276
2245,0.643885,0.246417,0.0513422,0.967803,-0.729848,-0.194885,0.421124
2246,0.120752,-0.04377,-0.15094,-0.987573,-0.744181,-0.190381,0.429908
2247,1.17814,-0.238216,0.323443,0.915772,-0.772217,-0.177061,0.445609
2248,0.891173,0.528438,-0.526001,-0.66639,-0.785068,-0.168359,0.453484
2249,1.50684,0.765086,-0.634036,-0.112432,-0.803301,-0.152921,0.46399
2250,1.13073,-0.0672043,0.536125,0.841459,-0.824759,-0.128309,0.476008
2251,1.31927,-0.135035,0.694022,0.707177,-0.838109,-0.107251,0.483742
2252,1.33579,0.429362,-0.893132,-0.134027,-0.845528,-0.0921786,0.488289
2253,0.408335,-0.17546,-0.633816,-0.75332,-0.854643,-0.0682786,0.49352
2254,0.327609,0.487809,0.00463607,0.872938,-0.862497,-0.0346586,0.497918
2255,0.234786,-0.384735,-0.52723,-0.757633,-0.864434,-0.017404,0.499105
2256,0.56598,0.55223,0.241171,0.798046,-0.822609,0.017404,0.565389
2257,0.942979,-0.321396,-0.935569,-0.146341,-0.820772,0.0346586,0.564054
2258,0.821953,-0.472008,-0.863163,-0.179324,-0.815677,0.0600213,0.560518
2259,1.48285,0.560618,0.820554,0.11135,-0.804611,0.0921786,0.553123
2260,0.697106,-0.682054,-0.712613,-0.164272,-0.797571,0.107251,0.548008
2261,1.39876,-0.449149,-0.741899,0.497847,-0.784869,0.128309,0.53925
2262,1.38182,-0.532094,-0.651764,0.540444,-0.770011,0.147171,0.529012
2263,1.13963,0.881939,0.394515,0.257955,-0.747068,0.168359,0.513682
2264,0.441618,0.615437,0.0366738,0.787333,-0.728205,0.180919,0.500736
2265,0.91909,0.885652,0.168483,0.432706,-0.708157,0.190381,0.486971
2266,0.550898,-0.985777,-0.156357,-0.0616134,-0.694557,0.194885,0.47709
2267,0.970689,0.920188,0.0360017,0.389818,-0.665886,0.199429,0.457932
2268,0.528066,-0.997142,0.0524312,-0.0543967,-0.651806,0.199429,0.447703
2269,0.241829,0.409104,0.0331362,0.911886,-0.623135,0.194885,0.428546
2270,1.56293,0.947711,-0.291959,-0.128853,-0.602494,0.187579,0.41435
2271,1.17163,-0.723701,0.442287,0.529754,-0.589486,0.180919,0.404899
2272,0.430984,-0.886716,0.428813,-0.172785,-0.570624,0.168359,0.391954
2273,0.572881,0.62117,-0.0728376,0.780284,-0.547682,0.147171,0.376624
2274,1.20338,-0.486036,0.747867,0.452176,-0.537726,0.134865,0.36939
2275,0.328931,0.47775,0.128218,0.869089,-0.520121,0.107251,0.357628
2276,0.164939,0.407843,0.288508,0.866272,-0.509792,0.0843573,0.350498
2277,1.03315,-0.288249,0.946306,0.146348,-0.504404,0.0682786,0.346583
2278,0.573229,0.565487,-0.0679616,0.821953,-0.49692,0.0346586,0.341581
2279,1.22616,0.0358322,0.984855,0.169637,-0.495082,0.017404,0.340246
2280,0.585595,0.549541,-0.0790545,0.831718,-0.495082,-0.017404,0.340246
2281,0.559193,-0.128453,0.857083,-0.498907,-0.49692,-0.0346586,0.341581
2282,0.00899002,0.615887,0.445847,0.649541,-0.504404,-0.0682786,0.346583
2283,0.889222,0.256483,0.881006,-0.397548,-0.509792,-0.0843573,0.350498
2284,0.751056,0.252685,0.785152,-0.565408,-0.520121,-0.107251,0.357628
2285,0.954192,0.239269,-0.347717,0.906556,-0.537726,-0.134865,0.36939
2286,0.613641,0.454972,-0.0994853,0.884931,-0.553272,-0.152921,0.38005
2287,0.0890946,0.763902,0.196354,0.614734,-0.570624,-0.168359,0.391954
2288,0.769462,0.282328,-0.144215,0.948416,-0.589486,-0.180919,0.404899
2289,0.398081,0.19942,0.235799,-0.951121,-0.602494,-0.187579,0.41435
2290,0.30236,0.114873,0.127965,-0.985104,-0.623135,-0.194885,0.428546
2291,0.626113,0.35562,-0.0146678,0.934516,-0.651806,-0.199429,0.447703
2292,0.216957,0.0155548,-0.0372809,-0.999184,-0.665886,-0.199429,0.457932
2293,0.631296,0.333279,0.0489665,0.941556,-0.694557,-0.194885,0.47709
2294,0.218841,-0.0269105,-0.178026,-0.983658,-0.708157,-0.190381,0.486971
2295,0.577568,0.2711,-0.356429,-0.894127,-0.728205,-0.180919,0.500736
2296,1.34956,0.757033,-0.551215,-0.350804,-0.747068,-0.168359,0.513682
2297,1.02355,0.038853,0.414871,0.90905,-0.770011,-0.147171,0.529012
2298,1.01492,0.0892294,0.471607,0.877283,-0.784869,-0.128309,0.53925
2299,0.0711214,0.655887,-0.214571,0.723721,-0.797571,-0.107251,0.548008
2300,1.21235,0.350386,-0.896619,-0.270747,-0.804611,-0.0921786,0.553123
2301,0.0337986,0.608866,-0.271814,0.745251,-0.815677,-0.0600213,0.560518
2302,0.0977638,0.577736,-0.218934,0.786314,-0.820772,-0.0346586,0.564054
2303,0.45368,-0.358684,-0.698618,-0.619095,-0.822609,-0.017404,0.565389
2304,0.308208,-0.530462,-0.587953,-0.610673,-0.776175,0.00870199,0.628522
2305,0.962483,0.588084,0.58543,0.558059,-0.77261,0.0432113,0.625712
2306,0.489982,-0.608227,-0.689095,-0.393965,-0.769185,0.0600213,0.622787
2307,1.33652,0.623703,0.758923,0.187163,-0.758733,0.0921786,0.614547
2308,0.484332,-0.741747,-0.606025,-0.287308,-0.752117,0.107251,0.608896
2309,0.807886,0.786492,0.341061,0.514886,-0.735489,0.134865,0.595788
2310,0.557183,0.730267,0.139995,0.668664,-0.720827,0.152921,0.583942
2311,0.433751,0.671241,0.0462386,0.739796,-0.704462,0.168359,0.570713
2312,0.217781,0.514069,-0.0621494,0.855494,-0.686673,0.180919,0.556328
2313,0.495557,0.708822,0.0409893,0.704195,-0.667767,0.190381,0.541031
2314,0.402089,0.637634,0.00474601,0.770325,-0.648065,0.196587,0.525086
2315,1.10389,0.981281,0.042946,0.187732,-0.627904,0.199429,0.508766
2316,1.25987,0.997775,-0.0496174,0.0445403,-0.60763,0.198859,0.492348
2317,0.314681,0.541023,0.0190422,0.840792,-0.587591,0.194885,0.476115
2318,1.24523,-0.678534,0.320033,0.661189,-0.574808,0.190381,0.465198
2319,0.0227426,-0.867484,0.196623,-0.456958,-0.555901,0.180919,0.449902
2320,0.0844899,0.344753,0.198746,0.917412,-0.532247,0.163515,0.431254
2321,0.347272,0.547303,0.0756571,0.833508,-0.516444,0.147171,0.418433
2322,1.21629,-0.44037,0.746766,0.498412,-0.507086,0.134865,0.410441
2323,0.429437,0.594537,0.0451141,0.802802,-0.490458,0.107251,0.397333
2324,1.39563,-0.136673,0.852276,0.504923,-0.483842,0.0921786,0.391682
2325,0.260941,-0.6225,0.652496,-0.432137,-0.475657,0.0682786,0.38509
2326,0.242567,0.558513,0.2534,0.789843,-0.468588,0.0346586,0.379516
2327,1.46557,0.194464,0.918671,0.343842,-0.46686,0.017404,0.378041
2328,0.199101,0.605619,0.301759,0.73632,-0.46686,-0.017404,0.378041
2329,1.14804,0.202778,0.977584,-0.0566595,-0.468588,-0.0346586,0.379516
2330,0.815633,0.509846,-0.2947,0.808213,-0.475657,-0.0682786,0.38509
2331,1.22834,0.225863,-0.60218,0.765745,-0.483842,-0.0921786,0.391682
2332,0.641478,0.126652,0.750445,-0.648684,-0.490458,-0.107251,0.397333
2333,1.31721,0.024874,-0.561865,0.826855,-0.507086,-0.134865,0.410441
2334,0.66635,0.268532,0.59616,-0.756627,-0.516444,-0.147171,0.418433
2335,1.17581,0.685949,0.555007,-0.470575,-0.532247,-0.163515,0.431254
2336,0.366559,0.6675,0.0314126,0.743947,-0.555901,-0.180919,0.449902
2337,0.758632,0.341353,-0.105353,0.934012,-0.574808,-0.190381,0.465198
2338,0.103974,-0.158132,0.0963935,-0.982702,-0.587591,-0.194885,0.476115
2339,0.819475,0.522893,0.0614962,-0.850177,-0.60763,-0.198859,0.492348
2340,0.839342,0.529942,-0.0616776,-0.845788,-0.627904,-0.199429,0.508766
2341,0.988132,0.628134,-0.191163,-0.754257,-0.648065,-0.196587,0.525086
2342,0.650027,0.30757,-0.273681,-0.911317,-0.667767,-0.190381,0.541031
2343,0.861176,0.448456,-0.415602,-0.791304,-0.686673,-0.180919,0.556328
2344,0.543497,0.121165,-0.43334,-0.893048,-0.704462,-0.168359,0.570713
2345,0.341709,-0.105986,-0.417332,-0.902552,-0.720827,-0.152921,0.583942
2346,0.0403778,-0.384671,-0.277285,-0.880421,-0.735489,-0.134865,0.595788
2347,0.351704,0.610418,0.0163171,0.791911,-0.752117,-0.107251,0.608896
2348,1.35328,0.413237,-0.891556,-0.185371,-0.758733,-0.0921786,0.614547
2349,0.343647,0.614267,0.0177318,0.788899,-0.769185,-0.0600213,0.622787
2350,0.00951859,-0.535265,-0.320053,-0.781701,-0.77261,-0.0432113,0.625712
2351,0.745783,0.543159,0.410443,0.732472,-0.776175,-0.00870199,0.628522
2352,0.20951,-0.609535,-0.505646,-0.610565,-0.724469,0.00870199,0.687483
2353,1.01444,0.61412,0.62551,0.481242,-0.721135,0.0432113,0.684401
2354,0.459048,-0.647222,-0.668673,-0.366032,-0.717951,0.0600213,0.681217
2355,1.32921,0.639403,0.755394,0.143332,-0.708177,0.0921786,0.672182
2356,0.612544,-0.728219,-0.673864,-0.12492,-0.702024,0.107251,0.666029
2357,1.01893,0.83201,0.473955,0.288315,-0.686476,0.134865,0.651657
2358,0.884525,-0.748051,-0.621178,0.233574,-0.677775,0.147171,0.642955
2359,0.614188,0.814452,0.144883,0.561852,-0.657513,0.168359,0.624225
2360,0.473043,-0.943928,-0.327103,-0.0447528,-0.646855,0.177061,0.613568
2361,0.475783,0.749815,0.0346832,0.660738,-0.623259,0.190381,0.591756
2362,0.614241,0.828624,0.0457325,0.557935,-0.604869,0.196587,0.574314
2363,1.22604,-0.702264,-0.0654316,0.708903,-0.592668,0.198859,0.562114
2364,0.461355,-0.998123,0.0496977,0.0357929,-0.573745,0.199429,0.544156
2365,0.0150518,0.347255,0.0755485,0.934723,-0.548424,0.194885,0.520749
2366,0.937811,-0.820543,0.314681,0.477164,-0.536538,0.190381,0.508862
2367,0.128432,0.446263,0.134666,0.884711,-0.512942,0.177061,0.487051
2368,1.45026,-0.357871,0.525939,0.771567,-0.502284,0.168359,0.476394
2369,0.718407,-0.768622,0.610037,0.192547,-0.487008,0.152921,0.461922
2370,0.0583998,-0.830477,0.381484,-0.405928,-0.47332,0.134865,0.448962
2371,0.438497,-0.734979,0.662799,-0.143191,-0.461456,0.114501,0.437736
2372,0.306149,-0.706137,0.642563,-0.297461,-0.45162,0.0921786,0.428436
2373,0.116101,0.541431,0.353965,0.762602,-0.441846,0.0600213,0.419401
2374,1.12647,-0.102511,0.979074,0.175802,-0.438661,0.0432113,0.416216
2375,0.46406,0.676166,0.0421399,0.735543,-0.435327,0.00870199,0.413135
2376,1.41017,0.275156,0.938834,0.207076,-0.435327,-0.00870199,0.413135
2377,0.0932525,0.679514,0.391523,0.620459,-0.438661,-0.0432113,0.416216
2378,1.14836,0.28722,0.944219,-0.161104,-0.441846,-0.0600213,0.419401
2379,0.807254,0.544896,-0.277789,0.791152,-0.45162,-0.0921786,0.428436
2380,0.634427,0.60989,-0.124862,0.782588,-0.461456,-0.114501,0.437736
2381,0.966763,0.368769,-0.356063,0.85862,-0.47332,-0.134865,0.448962
2382,0.219713,0.791469,0.158401,0.590327,-0.487008,-0.152921,0.461922
2383,1.31803,-0.026943,-0.424105,0.905212,-0.502284,-0.168359,0.476394
2384,0.997407,0.560528,0.438527,-0.702497,-0.512942,-0.177061,0.487051
2385,1.07936,0.115283,-0.195781,0.973848,-0.536538,-0.190381,0.508862
2386,0.432073,0.0875839,0.145965,-0.985405,-0.548424,-0.194885,0.520749
2387,1.55333,-0.394394,-0.0598568,0.91699,-0.573745,-0.199429,0.544156
2388,0.407013,0.665222,0.00120455,0.746645,-0.592668,-0.198859,0.562114
2389,0.657519,0.45358,0.053901,0.889584,-0.611372,-0.194885,0.579869
2390,0.318971,-0.0841142,-0.203916,-0.975368,-0.623259,-0.190381,0.591756
2391,0.612226,0.491928,0.111021,0.863528,-0.646855,-0.177061,0.613568
2392,0.308446,-0.162951,-0.340342,-0.926075,-0.657513,-0.168359,0.624225
2393,0.0417692,0.812096,-0.195911,0.549653,-0.677775,-0.147171,0.642955
2394,1.38944,0.583415,-0.743024,-0.327937,-0.686476,-0.134865,0.651657
2395,0.278048,0.699836,-0.0449114,0.71289,-0.702024,-0.107251,0.666029
2396,1.33154,0.38346,-0.893479,-0.233781,-0.708177,-0.0921786,0.672182
2397,0.388966,0.66231,0.0606143,0.746774,-0.717951,-0.0600213,0.681217
2398,1.50122,0.308662,-0.949525,0.0559454,-0.721135,-0.0432113,0.684401
2399,0.835334,0.567674,0.490137,0.661447,-0.724469,-0.00870199,0.687483
2400,0.191686,-0.661407,-0.490229,-0.567642,-0.668297,0.00870199,0.742205
2401,0.979087,0.662533,0.598416,0.450498,-0.665215,0.0432113,0.738871
2402,0.438363,-0.681341,-0.654655,-0.327416,-0.662289,0.0600213,0.735447
2403,1.35578,0.636327,0.767972,0.0728464,-0.653255,0.0921786,0.725673
2404,0.745968,-0.679425,-0.732755,0.0380902,-0.647604,0.107251,0.719056
2405,0.967802,-0.624563,-0.725662,0.288678,-0.637297,0.128309,0.707574
2406,0.00857903,-0.865184,-0.227355,-0.446953,-0.625239,0.147171,0.694151
2407,0.53142,-0.902382,-0.429104,0.0396956,-0.611637,0.163515,0.679015
2408,1.16799,-0.640519,-0.442146,0.627887,-0.596721,0.177061,0.662428
2409,0.705982,-0.915116,-0.282701,0.287477,-0.580748,0.187579,0.644671
2410,1.21155,-0.652006,-0.195213,0.732653,-0.563992,0.194885,0.626049
2411,1.46002,-0.449929,-0.0629755,0.890841,-0.546738,0.198859,0.606881
2412,0.420622,0.747988,-0.00133593,0.663711,-0.523129,0.198859,0.581341
2413,1.55191,-0.333318,0.180326,0.925409,-0.511923,0.196587,0.568221
2414,1.56123,-0.291809,0.294278,0.910082,-0.494958,0.190381,0.54939
2415,1.457,-0.343419,0.419597,0.840239,-0.478677,0.180919,0.531325
2416,0.31171,-0.920819,0.38369,-0.0698233,-0.463359,0.168359,0.514334
2417,0.394904,0.698332,0.0443871,0.714397,-0.444628,0.147171,0.494072
2418,1.21149,-0.360717,0.747188,0.558206,-0.436636,0.134865,0.484714
2419,1.3902,0.74947,-0.654825,0.0974583,-0.422264,0.107251,0.469166
2420,0.408053,0.706439,0.0755531,0.70373,-0.413886,0.0843573,0.459822
2421,1.23179,-0.0981306,0.934898,0.341081,-0.40956,0.0682786,0.454758
2422,0.148403,-0.663907,0.595349,-0.452534,-0.404653,0.0432113,0.44935
2423,1.24765,0.571565,-0.67383,0.468259,-0.40157,0.00870199,0.446017
2424,1.56903,0.318495,-0.871819,0.372147,-0.401974,-0.017404,0.44642
2425,0.989292,0.58772,-0.457614,0.667214,-0.404653,-0.0432113,0.44935
2426,0.148217,0.764515,0.325567,0.556348,-0.40956,-0.0682786,0.454758
2427,1.27765,0.439443,0.879261,-0.183818,-0.413886,-0.0843573,0.459822
2428,1.17575,0.440444,0.828415,-0.346032,-0.422264,-0.107251,0.469166
2429,1.37556,0.104347,-0.590058,0.800589,-0.436636,-0.134865,0.484714
2430,0.456614,-0.0399708,0.524314,-0.850587,-0.444628,-0.147171,0.494072
2431,0.920068,0.399196,-0.251723,0.881634,-0.463359,-0.168359,0.514334
2432,1.24504,0.0678802,-0.319785,0.945055,-0.478677,-0.180919,0.531325
2433,1.06932,0.200933,-0.193209,0.960363,-0.494958,-0.190381,0.54939
2434,0.442654,0.713823,-0.00591366,0.700301,-0.511923,-0.196587,0.568221
2435,0.12402,-0.296658,0.0327822,-0.954421,-0.523129,-0.198859,0.581341
2436,0.70373,0.48827,0.0202931,0.872457,-0.546738,-0.198859,0.606881
2437,0.0585429,0.90616,-0.0612764,0.418473,-0.563992,-0.194885,0.626049
2438,0.362245,0.737846,-0.00177344,0.674967,-0.580748,-0.187579,0.644671
2439,1.51007,-0.25694,0.404221,0.877831,-0.596721,-0.177061,0.662428
2440,0.388993,0.712044,0.0214072,0.701808,-0.611637,-0.163515,0.679015
2441,0.91659,0.340223,0.357763,0.869629,-0.625239,-0.147171,0.694151
2442,1.44453,-0.0719141,0.672722,0.736392,-0.637297,-0.128309,0.707574
2443,0.18311,0.782128,-0.123424,0.610772,-0.647604,-0.107251,0.719056
2444,1.26846,0.318784,-0.896708,-0.307069,-0.653255,-0.0921786,0.725673
2445,0.435856,0.705667,0.104847,0.700743,-0.662289,-0.0600213,0.735447
2446,1.52198,0.326104,-0.944217,0.045928,-0.665215,-0.0432113,0.738871
2447,0.842947,0.61477,0.496746,0.612618,-0.668297,-0.00870199,0.742205
2448,0.171749,-0.710737,-0.472813,-0.520866,-0.608004,0.00870199,0.792351
2449,0.869894,0.73349,0.510159,0.449144,-0.605193,0.0432113,0.788786
2450,0.353877,-0.736111,-0.594574,-0.323454,-0.602545,0.0600213,0.785142
2451,1.34693,0.644712,0.763874,0.0290293,-0.594305,0.0921786,0.774689
2452,0.990183,-0.526409,-0.806084,0.270412,-0.589191,0.107251,0.767649
2453,0.670534,-0.764193,-0.636017,0.107198,-0.579818,0.128309,0.755395
2454,1.13687,0.882477,0.470165,0.0134124,-0.564592,0.152921,0.736081
2455,1.45784,-0.315389,-0.540295,0.780135,-0.556476,0.163515,0.724911
2456,0.738388,0.935151,0.164039,0.31398,-0.537829,0.180919,0.701257
2457,0.334438,-0.978155,-0.207736,0.00764289,-0.528378,0.187579,0.688249
2458,0.644346,0.91752,0.051421,0.394352,-0.507579,0.196587,0.661866
2459,1.23247,-0.577475,-0.065411,0.813784,-0.497437,0.198859,0.647907
